Phon1	Phon2	Phon3	Count	Centered Prob(Phon2 | Phon1 ... Phon3)
p	1	d	7	0.0360824742268041
p	2	d	7	0.0360824742268041
s	l	E	12	0.036036036036036
t	V	b	12	0.036036036036036
m	5	k	13	0.03601108033241
l	V	N	11	0.0359477124183007
 	S	$	41	0.0359333917616126
 	#	t	38	0.0358829084041549
I	b	P	16	0.0358744394618834
I	S	P	16	0.0358744394618834
r	5	s	45	0.0358565737051793
i	l	@	13	0.0358126721763085
t	1	s	14	0.0358056265984655
@	p	E	19	0.0357815442561205
f	E	z	2	0.0357142857142857
1	k	5	1	0.0357142857142857
$	S	{	1	0.0357142857142857
S	E	f	1	0.0357142857142857
I	f	j	14	0.0357142857142857
S	i	f	1	0.0357142857142857
s	u	t	18	0.0357142857142857
2	J	i	1	0.0357142857142857
5	b	7	1	0.0357142857142857
m	l	E	2	0.0357142857142857
z	g	I	2	0.0357142857142857
5	v	7	1	0.0357142857142857
1	r	5	1	0.0357142857142857
S	3	b	1	0.0357142857142857
3	m	P	2	0.0357142857142857
u	f	{	1	0.0357142857142857
U	p	s	1	0.0357142857142857
f	3	z	2	0.0357142857142857
2	k	w	1	0.0357142857142857
2	n	w	1	0.0357142857142857
N	b	r	2	0.0357142857142857
1	z	d	2	0.0357142857142857
z	r	I	2	0.0357142857142857
u	_	{	1	0.0357142857142857
m	S	E	2	0.0357142857142857
2	w	i	1	0.0357142857142857
E	d	n	2	0.0357142857142857
5	1	p	1	0.0357142857142857
$	z	{	1	0.0357142857142857
5	_	7	1	0.0357142857142857
I	t	f	7	0.0357142857142857
2	l	i	1	0.0357142857142857
I	N	f	7	0.0357142857142857
5	m	7	1	0.0357142857142857
5	t	p	1	0.0357142857142857
j	@	t	8	0.0357142857142857
b	@	f	2	0.0357142857142857
5	v	p	1	0.0357142857142857
U	E	s	1	0.0357142857142857
m	f	E	2	0.0357142857142857
p	h	{	4	0.0357142857142857
t	@	v	16	0.0357142857142857
u	h	{	1	0.0357142857142857
m	$	l	19	0.0357142857142857
{	s	H	2	0.0357142857142857
2	S	i	1	0.0357142857142857
u	l	t	2	0.0357142857142857
1	h	5	1	0.0357142857142857
1	J	5	1	0.0357142857142857
2	m	i	1	0.0357142857142857
u	6	t	2	0.0357142857142857
1	m	5	1	0.0357142857142857
5	l	p	1	0.0357142857142857
2	v	w	1	0.0357142857142857
m	v	E	2	0.0357142857142857
g	~	N	1	0.0357142857142857
1	_	5	1	0.0357142857142857
S	U	f	1	0.0357142857142857
k	b	$	3	0.0357142857142857
m	p	p	1	0.0357142857142857
5	z	p	1	0.0357142857142857
1	p	5	1	0.0357142857142857
u	T	t	2	0.0357142857142857
S	$	f	1	0.0357142857142857
u	t	{	1	0.0357142857142857
n	s	l	20	0.0357142857142857
z	5	d	2	0.0357142857142857
2	m	w	1	0.0357142857142857
1	n	5	1	0.0357142857142857
2	s	w	1	0.0357142857142857
j	E	t	8	0.0357142857142857
z	2	d	2	0.0357142857142857
$	b	{	1	0.0357142857142857
E	l	n	2	0.0357142857142857
k	3	t	24	0.0356083086053412
I	n	l	29	0.0355828220858896
f	d	I	7	0.0355329949238579
{	v	I	35	0.0354969574036511
@	f	r	11	0.0354838709677419
w	Q	s	5	0.0354609929078014
I	p	m	5	0.0354609929078014
k	w	{	8	0.0353982300884956
p	J	@	14	0.0353535353535354
I	l	k	21	0.0353535353535354
l	E	s	38	0.0353159851301115
{	v	l	3	0.0352941176470588
{	f	l	3	0.0352941176470588
{	S	l	3	0.0352941176470588
k	$	r	11	0.0352564102564103
Q	n	p	5	0.0352112676056338
{	b	 	29	0.0351941747572816
@	k	3	4	0.0350877192982456
 	l	$	40	0.035056967572305
@	h	{	11	0.035031847133758
t	s	t	15	0.034965034965035
t	w	@	13	0.0349462365591398
5	d	@	19	0.0349264705882353
n	w	1	6	0.0348837209302326
Q	l	k	3	0.0348837209302326
Q	f	P	3	0.0348837209302326
n	m	1	6	0.0348837209302326
1	b	I	15	0.0348837209302326
Q	g	k	3	0.0348837209302326
Q	m	P	3	0.0348837209302326
Q	k	P	3	0.0348837209302326
5	m	I	12	0.0348837209302326
 	E	n	81	0.0348687042617305
p	s	I	20	0.0348432055749129
s	m	i	7	0.0348258706467662
_	Q	k	7	0.0348258706467662
#	_	 	19	0.0347985347985348
#	l	 	19	0.0347985347985348
 	J	8	8	0.0347826086956522
@	v	2	15	0.0347222222222222
b	s	k	11	0.0347003154574132
s	H	 	47	0.0346863468634686
s	n	2	6	0.0346820809248555
p	1	 	12	0.0346820809248555
s	h	5	8	0.0346320346320346
 	s	U	12	0.0345821325648415
@	d	 	187	0.0345464622205801
f	r	w	1	0.0344827586206897
E	s	v	1	0.0344827586206897
k	5	Q	9	0.0344827586206897
5	m	m	1	0.0344827586206897
g	2	g	1	0.0344827586206897
#	p	P	1	0.0344827586206897
t	s	7	1	0.0344827586206897
2	z	H	1	0.0344827586206897
V	g	P	5	0.0344827586206897
2	t	p	1	0.0344827586206897
w	5	b	1	0.0344827586206897
9	b	l	1	0.0344827586206897
E	d	v	1	0.0344827586206897
5	p	m	1	0.0344827586206897
5	z	m	1	0.0344827586206897
k	s	Q	9	0.0344827586206897
#	g	P	1	0.0344827586206897
2	m	p	1	0.0344827586206897
z	{	l	3	0.0344827586206897
{	f	I	34	0.0344827586206897
g	u	g	1	0.0344827586206897
3	T	H	2	0.0344827586206897
z	$	l	3	0.0344827586206897
m	b	u	4	0.0344827586206897
V	p	P	5	0.0344827586206897
2	T	H	1	0.0344827586206897
r	5	f	17	0.034412955465587
p	U	l	16	0.0344086021505376
p	$	l	16	0.0344086021505376
l	E	z	11	0.034375
s	w	I	51	0.0343434343434343
I	b	i	6	0.0342857142857143
s	J	#	5	0.0342465753424658
t	m	2	5	0.0342465753424658
$	n	@	15	0.0342465753424658
d	i	l	10	0.0342465753424658
t	P	2	5	0.0342465753424658
l	u	p	9	0.0342205323193916
l	V	p	9	0.0342205323193916
z	5	@	4	0.0341880341880342
I	1	t	55	0.0341827221876942
 	n	i	45	0.0341685649202733
6	J	 	11	0.0341614906832298
#	l	s	3	0.0340909090909091
l	T	I	12	0.0340909090909091
5	t	l	3	0.0340909090909091
l	m	I	12	0.0340909090909091
l	k	I	12	0.0340909090909091
2	l	l	6	0.0340909090909091
5	I	l	3	0.0340909090909091
@	t	1	20	0.0340136054421769
@	b	j	5	0.0340136054421769
l	i	S	9	0.0339622641509434
b	#	g	4	0.0338983050847458
b	@	g	4	0.0338983050847458
i	5	n	2	0.0338983050847458
h	@	v	2	0.0338983050847458
2	v	b	2	0.0338983050847458
t	E	J	2	0.0338983050847458
s	E	_	2	0.0338983050847458
h	5	v	2	0.0338983050847458
8	k	@	2	0.0338983050847458
i	p	n	2	0.0338983050847458
b	1	g	4	0.0338983050847458
1	m	 	49	0.0338631651693158
#	g	@	9	0.0338345864661654
I	r	5	7	0.0338164251207729
I	d	5	7	0.0338164251207729
b	7	r	7	0.0338164251207729
I	s	5	7	0.0338164251207729
s	V	k	16	0.0337552742616034
@	s	Q	11	0.0337423312883436
5	s	{	3	0.0337078651685393
Q	m	r	3	0.0337078651685393
5	n	{	3	0.0337078651685393
5	z	{	3	0.0337078651685393
d	#	n	18	0.0337078651685393
z	{	m	10	0.0336700336700337
I	T	Q	7	0.0336538461538462
l	Q	f	7	0.0336538461538462
l	i	_	11	0.0336391437308868
n	s	m	11	0.0336391437308868
3	d	@	11	0.0336391437308868
t	V	g	4	0.0336134453781513
t	5	g	4	0.0336134453781513
f	1	S	4	0.0336134453781513
l	p	l	4	0.0336134453781513
I	b	3	4	0.0336134453781513
V	s	I	12	0.0336134453781513
l	7	l	4	0.0336134453781513
l	b	l	4	0.0336134453781513
l	1	l	4	0.0336134453781513
l	$	l	4	0.0336134453781513
I	s	{	9	0.0335820895522388
d	H	@	9	0.0335820895522388
E	p	I	34	0.033563672260612
n	d	u	5	0.0335570469798658
b	7	n	13	0.0335051546391753
I	p	I	68	0.0334975369458128
k	5	 	36	0.0334883720930233
r	Q	n	45	0.0334821428571429
r	5	n	45	0.0334821428571429
{	_	I	33	0.0334685598377282
s	n	1	11	0.033434650455927
s	Q	n	22	0.033434650455927
I	E	n	12	0.0334261838440111
V	_	 	20	0.0333889816360601
Q	d	@	25	0.0333778371161549
 	T	3	28	0.033373063170441
E	S	@	31	0.0333692142088267
p	Q	f	2	0.0333333333333333
u	{	d	1	0.0333333333333333
u	l	f	1	0.0333333333333333
t	Q	_	3	0.0333333333333333
l	h	Q	1	0.0333333333333333
u	z	5	1	0.0333333333333333
t	d	1	7	0.0333333333333333
u	D	f	1	0.0333333333333333
t	s	6	1	0.0333333333333333
u	m	f	1	0.0333333333333333
t	5	_	3	0.0333333333333333
t	p	6	1	0.0333333333333333
$	d	f	1	0.0333333333333333
I	g	6	1	0.0333333333333333
k	J	U	6	0.0333333333333333
n	m	V	4	0.0333333333333333
k	f	U	6	0.0333333333333333
g	#	R	3	0.0333333333333333
r	2	D	1	0.0333333333333333
u	z	f	1	0.0333333333333333
I	t	6	1	0.0333333333333333
u	k	d	1	0.0333333333333333
r	E	D	1	0.0333333333333333
I	l	6	1	0.0333333333333333
d	2	Q	2	0.0333333333333333
n	t	V	4	0.0333333333333333
I	D	6	1	0.0333333333333333
u	b	5	1	0.0333333333333333
u	2	d	1	0.0333333333333333
u	m	5	1	0.0333333333333333
f	E	v	1	0.0333333333333333
l	f	Q	1	0.0333333333333333
I	m	6	1	0.0333333333333333
u	p	f	1	0.0333333333333333
$	k	f	1	0.0333333333333333
t	m	6	1	0.0333333333333333
l	g	Q	1	0.0333333333333333
l	t	Q	1	0.0333333333333333
t	g	6	1	0.0333333333333333
r	#	D	1	0.0333333333333333
d	E	r	7	0.0333333333333333
I	k	6	1	0.0333333333333333
g	7	R	3	0.0333333333333333
l	d	Q	1	0.0333333333333333
l	k	Q	1	0.0333333333333333
l	S	Q	1	0.0333333333333333
U	g	@	10	0.0332225913621262
v	E	t	8	0.033195020746888
n	1	z	7	0.033175355450237
 	b	7	7	0.033175355450237
n	4	z	7	0.033175355450237
 	5	d	10	0.033112582781457
p	i	z	5	0.033112582781457
v	7	R	5	0.033112582781457
i	J	@	12	0.0330578512396694
J	{	n	4	0.0330578512396694
 	$	t	35	0.0330500472143532
I	d	I	67	0.0330049261083744
b	i	{	3	0.032967032967033
p	$	p	6	0.032967032967033
h	2	l	9	0.032967032967033
k	r	9	3	0.032967032967033
p	V	p	6	0.032967032967033
p	I	p	6	0.032967032967033
r	i	l	26	0.0329113924050633
V	l	b	5	0.0328947368421053
g	3	d	5	0.0328947368421053
V	p	b	5	0.0328947368421053
V	z	b	5	0.0328947368421053
p	2	n	23	0.0328571428571429
I	p	J	2	0.0327868852459016
i	t	j	4	0.0327868852459016
s	m	7	2	0.0327868852459016
S	U	d	2	0.0327868852459016
s	b	U	2	0.0327868852459016
5	v	i	2	0.0327868852459016
5	k	i	2	0.0327868852459016
s	J	U	2	0.0327868852459016
S	V	d	2	0.0327868852459016
f	V	g	2	0.0327868852459016
I	d	H	8	0.0327868852459016
N	h	@	4	0.0327868852459016
5	T	i	2	0.0327868852459016
s	r	U	2	0.0327868852459016
s	h	U	2	0.0327868852459016
S	i	d	2	0.0327868852459016
d	i	 	18	0.0327272727272727
r	{	d	21	0.0327102803738318
 	Q	k	37	0.0326855123674912
h	I	m	5	0.0326797385620915
l	E	N	10	0.0326797385620915
h	2	m	5	0.0326797385620915
 	#	b	10	0.0326797385620915
l	2	v	8	0.0326530612244898
k	$	t	22	0.0326409495548961
t	6	t	14	0.0326340326340326
t	E	t	14	0.0326340326340326
1	b	l	3	0.0326086956521739
s	#	R	3	0.0326086956521739
1	v	l	3	0.0326086956521739
1	l	l	3	0.0326086956521739
1	_	l	3	0.0326086956521739
s	r	u	4	0.032520325203252
n	w	i	4	0.032520325203252
n	_	i	4	0.032520325203252
S	5	I	4	0.032520325203252
s	w	u	4	0.032520325203252
s	i	 	44	0.0324723247232472
 	v	E	82	0.0324367088607595
l	_	@	17	0.0323809523809524
r	1	p	21	0.0323574730354391
@	b	1	19	0.032312925170068
m	i	v	1	0.032258064516129
$	n	i	1	0.032258064516129
u	S	P	1	0.032258064516129
$	z	m	1	0.032258064516129
n	k	3	4	0.032258064516129
 	3	J	1	0.032258064516129
b	U	z	2	0.032258064516129
m	E	v	1	0.032258064516129
p	2	l	15	0.032258064516129
k	m	8	1	0.032258064516129
k	J	8	1	0.032258064516129
t	b	Q	3	0.032258064516129
m	{	v	1	0.032258064516129
l	s	E	1	0.032258064516129
l	l	E	1	0.032258064516129
 	$	J	1	0.032258064516129
u	b	P	1	0.032258064516129
i	f	t	3	0.032258064516129
 	6	J	1	0.032258064516129
P	2	@	1	0.032258064516129
b	6	J	1	0.032258064516129
$	J	i	1	0.032258064516129
z	b	r	1	0.032258064516129
b	P	J	1	0.032258064516129
$	f	i	1	0.032258064516129
i	{	t	3	0.032258064516129
z	H	r	1	0.032258064516129
u	k	P	1	0.032258064516129
i	n	t	3	0.032258064516129
@	m	d	5	0.032258064516129
n	w	3	4	0.032258064516129
u	n	P	1	0.032258064516129
m	1	v	1	0.032258064516129
$	T	m	1	0.032258064516129
b	{	z	2	0.032258064516129
l	1	E	1	0.032258064516129
z	#	r	1	0.032258064516129
l	k	E	1	0.032258064516129
P	b	@	1	0.032258064516129
t	S	Q	3	0.032258064516129
t	6	@	12	0.032258064516129
z	p	r	1	0.032258064516129
m	@	v	1	0.032258064516129
l	b	E	1	0.032258064516129
{	k	T	1	0.032258064516129
 	i	J	1	0.032258064516129
P	d	@	1	0.032258064516129
t	l	Q	3	0.032258064516129
5	p	5	2	0.032258064516129
5	m	5	2	0.032258064516129
 	@	l	62	0.0322412896515861
I	z	E	19	0.0322033898305085
 	_	3	27	0.032181168057211
v	2	n	10	0.0321543408360129
n	1	l	18	0.0321428571428571
h	I	t	5	0.032051282051282
 	E	p	24	0.0320427236315087
Q	g	@	24	0.0320427236315087
r	u	 	34	0.032015065913371
d	{	d	8	0.032
d	i	d	8	0.032
m	8	R	4	0.032
5	v	I	11	0.0319767441860465
5	p	I	11	0.0319767441860465
 	f	Q	64	0.0319520718921618
 	r	Q	64	0.0319520718921618
i	@	l	3	0.0319148936170213
i	J	l	3	0.0319148936170213
@	m	I	103	0.031908302354399
f	3	n	11	0.0318840579710145
f	$	n	11	0.0318840579710145
h	6	n	8	0.0318725099601594
@	k	{	10	0.0318471337579618
@	d	{	10	0.0318471337579618
3	b	 	15	0.0318471337579618
I	_	 	179	0.0317770282265223
k	#	p	14	0.0317460317460317
k	V	z	2	0.0317460317460317
i	d	r	2	0.0317460317460317
n	v	5	4	0.0317460317460317
d	b	U	2	0.0317460317460317
i	f	r	2	0.0317460317460317
k	1	z	2	0.0317460317460317
v	Q	k	4	0.0317460317460317
d	l	U	2	0.0317460317460317
V	N	 	19	0.0317195325542571
V	l	 	19	0.0317195325542571
E	n	p	5	0.0316455696202532
@	d	5	6	0.0315789473684211
E	p	5	3	0.0315789473684211
b	1	k	10	0.0315457413249211
2	p	 	38	0.0315352697095436
E	t	s	15	0.0315126050420168
I	f	V	4	0.031496062992126
 	s	4	5	0.0314465408805031
I	s	P	14	0.031390134529148
u	T	n	1	0.03125
t	@	T	1	0.03125
u	D	n	1	0.03125
5	p	2	2	0.03125
@	g	U	1	0.03125
t	{	T	1	0.03125
5	w	2	2	0.03125
f	V	d	3	0.03125
u	_	n	1	0.03125
p	t	V	2	0.03125
@	k	U	1	0.03125
v	5	m	1	0.03125
Q	n	l	2	0.03125
d	i	E	3	0.03125
v	3	d	3	0.03125
t	E	T	1	0.03125
J	Q	m	1	0.03125
v	#	m	1	0.03125
d	V	N	5	0.03125
u	l	n	1	0.03125
p	s	V	2	0.03125
1	Z	j	4	0.03125
I	h	#	3	0.03125
J	E	m	1	0.03125
v	H	z	2	0.03125
p	m	V	2	0.03125
I	f	#	3	0.03125
u	I	n	1	0.03125
5	p	@	17	0.03125
t	i	T	1	0.03125
u	f	n	1	0.03125
f	@	d	3	0.03125
f	j	$	1	0.03125
f	k	$	1	0.03125
d	Q	N	5	0.03125
2	d	t	3	0.03125
v	I	m	1	0.03125
@	l	U	1	0.03125
Q	k	l	2	0.03125
I	b	#	3	0.03125
I	d	#	3	0.03125
f	Q	k	10	0.03125
n	V	t	23	0.0312075983717775
b	V	l	17	0.0311926605504587
#	T	 	17	0.0311355311355311
@	f	l	18	0.0310880829015544
s	b	$	6	0.0310880829015544
d	7	m	11	0.0310734463276836
d	Q	f	5	0.031055900621118
n	t	b	5	0.031055900621118
n	V	b	5	0.031055900621118
n	i	b	5	0.031055900621118
 	d	#	29	0.0310160427807487
 	s	#	29	0.0310160427807487
E	t	j	4	0.0310077519379845
k	t	{	7	0.0309734513274336
k	5	{	7	0.0309734513274336
t	@	S	7	0.0309734513274336
k	h	{	7	0.0309734513274336
k	$	l	24	0.0309677419354839
 	g	Q	62	0.0309535696455317
p	P	d	6	0.0309278350515464
b	f	V	3	0.0309278350515464
t	f	i	3	0.0309278350515464
5	f	r	3	0.0309278350515464
5	t	r	3	0.0309278350515464
u	l	@	11	0.0308988764044944
u	k	@	11	0.0308988764044944
m	1	n	49	0.0308953341740227
b	s	I	13	0.0308788598574822
l	i	t	33	0.0308699719363891
l	u	t	33	0.0308699719363891
r	2	p	20	0.0308166409861325
V	S	I	11	0.030812324929972
d	n	1	2	0.0307692307692308
Q	T	f	2	0.0307692307692308
b	p	i	2	0.0307692307692308
d	k	1	2	0.0307692307692308
Q	g	f	2	0.0307692307692308
Q	b	f	2	0.0307692307692308
w	U	p	2	0.0307692307692308
Q	p	f	2	0.0307692307692308
I	v	u	2	0.0307692307692308
Q	N	f	2	0.0307692307692308
I	t	u	2	0.0307692307692308
f	g	V	2	0.0307692307692308
t	{	s	12	0.030690537084399
 	d	$	35	0.0306748466257669
n	r	2	5	0.0306748466257669
n	k	2	5	0.0306748466257669
n	J	2	5	0.0306748466257669
$	z	 	23	0.0306666666666667
I	p	s	24	0.0306513409961686
I	m	n	11	0.0306406685236769
@	d	1	18	0.0306122448979592
g	$	r	3	0.0306122448979592
E	z	P	3	0.0306122448979592
k	V	d	6	0.0306122448979592
k	{	k	6	0.0306122448979592
l	#	_	10	0.0305810397553517
t	p	5	4	0.0305343511450382
t	g	5	4	0.0305343511450382
b	t	1	4	0.0305343511450382
l	J	@	16	0.0304761904761905
w	E	d	8	0.0304182509505703
s	m	1	10	0.0303951367781155
{	J	 	25	0.0303398058252427
$	n	r	1	0.0303030303030303
 	2	S	1	0.0303030303030303
I	w	$	4	0.0303030303030303
i	5	s	1	0.0303030303030303
 	2	z	1	0.0303030303030303
2	5	k	1	0.0303030303030303
T	@	k	1	0.0303030303030303
g	Q	z	1	0.0303030303030303
 	E	S	1	0.0303030303030303
 	@	z	1	0.0303030303030303
2	{	k	1	0.0303030303030303
9	n	 	5	0.0303030303030303
g	I	z	1	0.0303030303030303
 	6	 	1	0.0303030303030303
E	l	z	1	0.0303030303030303
 	#	 	1	0.0303030303030303
2	Q	k	1	0.0303030303030303
 	7	S	1	0.0303030303030303
_	2	l	3	0.0303030303030303
i	l	s	1	0.0303030303030303
T	7	k	1	0.0303030303030303
k	E	_	1	0.0303030303030303
2	n	k	1	0.0303030303030303
f	#	r	5	0.0303030303030303
2	i	k	1	0.0303030303030303
k	i	_	1	0.0303030303030303
@	T	#	5	0.0303030303030303
$	g	r	1	0.0303030303030303
g	U	z	1	0.0303030303030303
I	l	_	3	0.0303030303030303
2	p	k	1	0.0303030303030303
 	$	z	1	0.0303030303030303
j	w	@	1	0.0303030303030303
 	8	S	1	0.0303030303030303
E	b	z	1	0.0303030303030303
I	b	$	4	0.0303030303030303
i	n	s	1	0.0303030303030303
t	$	t	13	0.0303030303030303
 	p	S	1	0.0303030303030303
@	b	#	5	0.0303030303030303
i	Q	s	1	0.0303030303030303
i	i	s	1	0.0303030303030303
I	I	_	3	0.0303030303030303
i	m	s	1	0.0303030303030303
t	i	t	13	0.0303030303030303
g	n	$	1	0.0303030303030303
$	k	r	1	0.0303030303030303
g	s	$	1	0.0303030303030303
i	s	s	1	0.0303030303030303
 	3	 	1	0.0303030303030303
T	1	k	1	0.0303030303030303
$	b	I	9	0.0302013422818792
Q	T	 	24	0.0301507537688442
E	Z	@	28	0.0301399354144241
s	k	l	22	0.0301369863013699
s	2	l	22	0.0301369863013699
@	b	E	16	0.0301318267419962
@	g	E	16	0.0301318267419962
V	s	p	5	0.0301204819277108
p	i	l	14	0.0301075268817204
b	2	t	13	0.0300925925925926
@	d	2	13	0.0300925925925926
I	_	@	69	0.0300915830789359
m	i	l	16	0.0300751879699248
 	f	E	76	0.0300632911392405
@	v	i	7	0.0300429184549356
5	z	j	3	0.03
5	k	j	3	0.03
n	i	v	3	0.03
d	n	2	3	0.03
n	p	r	17	0.0299823633156966
m	$	t	19	0.0299684542586751
m	2	t	19	0.0299684542586751
2	s	 	36	0.0298755186721992
r	2	I	2	0.0298507462686567
v	q	N	2	0.0298507462686567
v	V	N	2	0.0298507462686567
p	6	J	2	0.0298507462686567
{	z	j	4	0.0298507462686567
{	d	j	4	0.0298507462686567
_	5	k	6	0.0298507462686567
p	5	J	2	0.0298507462686567
d	P	@	8	0.0298507462686567
U	t	1	4	0.0298507462686567
r	Q	_	6	0.0298507462686567
_	3	k	6	0.0298507462686567
I	l	t	48	0.0298321939092604
n	E	f	5	0.0297619047619048
3	J	 	14	0.029723991507431
$	w	@	13	0.0296803652968037
$	s	@	13	0.0296803652968037
v	{	s	7	0.0296610169491525
v	1	s	7	0.0296610169491525
v	4	s	7	0.0296610169491525
m	V	S	4	0.0296296296296296
l	d	r	8	0.0296296296296296
l	7	r	8	0.0296296296296296
E	_	d	8	0.0296296296296296
E	_	I	30	0.0296150049358342
s	1	b	9	0.0296052631578947
r	Q	d	19	0.029595015576324
7	s	I	5	0.029585798816568
f	E	l	20	0.029585798816568
7	t	I	5	0.029585798816568
t	s	@	11	0.0295698924731183
p	3	R	6	0.0295566502463054
p	#	R	6	0.0295566502463054
#	r	I	10	0.0294985250737463
#	_	I	10	0.0294985250737463
 	I	r	93	0.0294490183660545
k	2	h	1	0.0294117647058824
r	i	g	8	0.0294117647058824
n	r	6	1	0.0294117647058824
f	m	5	1	0.0294117647058824
S	r	1	1	0.0294117647058824
d	j	3	1	0.0294117647058824
f	1	5	1	0.0294117647058824
_	7	R	2	0.0294117647058824
h	2	r	3	0.0294117647058824
b	Q	N	2	0.0294117647058824
n	{	d	4	0.0294117647058824
J	E	t	1	0.0294117647058824
2	h	2	1	0.0294117647058824
n	Q	d	4	0.0294117647058824
v	5	g	1	0.0294117647058824
p	5	m	3	0.0294117647058824
I	j	9	1	0.0294117647058824
S	k	1	1	0.0294117647058824
k	i	h	1	0.0294117647058824
f	p	5	1	0.0294117647058824
f	s	5	1	0.0294117647058824
 	5	b	9	0.0294117647058824
n	S	6	1	0.0294117647058824
J	#	k	2	0.0294117647058824
J	V	t	1	0.0294117647058824
p	E	_	1	0.0294117647058824
f	t	s	8	0.0294117647058824
n	s	6	1	0.0294117647058824
p	5	_	1	0.0294117647058824
d	f	3	1	0.0294117647058824
2	s	2	1	0.0294117647058824
v	i	g	1	0.0294117647058824
S	d	1	1	0.0294117647058824
p	V	_	1	0.0294117647058824
d	k	3	1	0.0294117647058824
d	n	3	1	0.0294117647058824
d	s	3	1	0.0294117647058824
d	2	3	1	0.0294117647058824
2	w	2	1	0.0294117647058824
_	9	R	2	0.0294117647058824
n	E	d	4	0.0294117647058824
J	8	t	1	0.0294117647058824
 	_	V	49	0.0293764988009592
#	J	 	16	0.0293040293040293
I	n	r	10	0.0292397660818713
t	{	z	4	0.0291970802919708
t	5	z	4	0.0291970802919708
f	s	{	4	0.0291970802919708
f	g	{	4	0.0291970802919708
f	T	{	4	0.0291970802919708
t	@	 	38	0.0291858678955453
l	E	b	7	0.0291666666666667
I	p	P	13	0.0291479820627803
d	V	g	3	0.029126213592233
f	s	E	3	0.029126213592233
s	g	V	6	0.029126213592233
d	i	g	3	0.029126213592233
d	u	 	16	0.0290909090909091
n	l	1	5	0.0290697674418605
j	9	m	5	0.0290697674418605
l	E	t	31	0.028999064546305
I	f	8	2	0.0289855072463768
b	I	r	6	0.0289855072463768
w	@	r	2	0.0289855072463768
t	s	$	2	0.0289855072463768
t	k	$	2	0.0289855072463768
t	p	$	2	0.0289855072463768
I	l	8	2	0.0289855072463768
Z	P	 	2	0.0289855072463768
 	@	T	2	0.0289855072463768
_	#	m	2	0.0289855072463768
t	7	R	22	0.0289855072463768
I	g	8	2	0.0289855072463768
w	#	r	2	0.0289855072463768
i	f	I	11	0.0289473684210526
v	1	n	9	0.0289389067524116
r	u	b	12	0.0289156626506024
s	g	2	5	0.0289017341040462
s	m	2	5	0.0289017341040462
 	t	I	121	0.0288507391511683
I	v	Q	6	0.0288461538461538
s	f	j	3	0.0288461538461538
I	g	Q	6	0.0288461538461538
k	8	r	9	0.0288461538461538
w	#	z	3	0.0288461538461538
l	u	f	6	0.0288461538461538
g	z	 	6	0.0288461538461538
s	{	p	10	0.0288184438040346
_	u	n	11	0.0287958115183246
b	5	 	24	0.0287425149700599
5	$	d	5	0.028735632183908
j	E	s	6	0.0287081339712919
d	i	t	9	0.0286624203821656
@	v	{	9	0.0286624203821656
 	d	{	75	0.0285932138772398
m	5	g	3	0.0285714285714286
t	p	1	6	0.0285714285714286
l	d	{	1	0.0285714285714286
Q	b	w	1	0.0285714285714286
Q	v	w	1	0.0285714285714286
n	E	n	10	0.0285714285714286
@	S	8	1	0.0285714285714286
l	p	{	1	0.0285714285714286
{	b	5	3	0.0285714285714286
n	7	n	10	0.0285714285714286
I	z	i	5	0.0285714285714286
n	s	g	3	0.0285714285714286
{	v	5	3	0.0285714285714286
S	6	@	4	0.0285714285714286
Q	g	h	1	0.0285714285714286
I	d	i	5	0.0285714285714286
@	k	8	1	0.0285714285714286
d	s	{	2	0.0285714285714286
d	n	{	2	0.0285714285714286
@	p	8	1	0.0285714285714286
6	D	d	5	0.0285714285714286
l	g	{	1	0.0285714285714286
d	t	r	6	0.0285714285714286
d	i	5	2	0.0285714285714286
z	E	S	4	0.0285714285714286
I	r	i	5	0.0285714285714286
Q	S	h	1	0.0285714285714286
{	T	5	3	0.0285714285714286
6	@	s	2	0.0285714285714286
d	p	{	2	0.0285714285714286
Q	J	w	1	0.0285714285714286
d	7	r	6	0.0285714285714286
b	s	5	2	0.0285714285714286
l	v	{	1	0.0285714285714286
n	d	n	10	0.0285714285714286
3	d	I	10	0.0284900284900285
n	h	E	10	0.0284900284900285
 	#	s	10	0.0284900284900285
 	1	s	10	0.0284900284900285
k	5	m	16	0.0284697508896797
v	5	l	8	0.0284697508896797
 	S	5	34	0.0284518828451883
 	@	w	13	0.0284463894967177
 	j	7	6	0.028436018957346
V	t	s	5	0.0284090909090909
V	d	s	5	0.0284090909090909
V	v	 	17	0.0283806343906511
I	T	m	4	0.0283687943262411
w	7	s	4	0.0283687943262411
l	5	 	94	0.0283474065138721
m	$	r	10	0.028328611898017
t	$	l	16	0.0283185840707965
2	E	n	3	0.0283018867924528
h	E	p	3	0.0283018867924528
@	d	E	15	0.0282485875706215
n	8	r	16	0.0282186948853616
m	2	l	15	0.0281954887218045
 	n	V	47	0.0281774580335731
5	s	s	2	0.028169014084507
I	s	d	10	0.028169014084507
Q	g	b	2	0.028169014084507
g	I	m	2	0.028169014084507
k	b	#	2	0.028169014084507
5	D	s	2	0.028169014084507
g	#	m	2	0.028169014084507
5	E	s	2	0.028169014084507
5	3	s	2	0.028169014084507
5	t	s	2	0.028169014084507
b	h	Q	2	0.028169014084507
g	9	m	2	0.028169014084507
U	t	n	2	0.028169014084507
