Phon1	Phon2	Phon3	Count	Prob(Phon1 Phon2 Phon3)
E	d	U	1	6.76361176868448e-05
#	_	s	1	6.76361176868448e-05
v	i	g	1	6.76361176868448e-05
n	4	t	1	6.76361176868448e-05
g	V	_	1	6.76361176868448e-05
Z	I	g	1	6.76361176868448e-05
8	d	2	1	6.76361176868448e-05
J	w	$	1	6.76361176868448e-05
Q	b	5	1	6.76361176868448e-05
l	k	t	1	6.76361176868448e-05
h	2	g	1	6.76361176868448e-05
z	l	E	1	6.76361176868448e-05
P	S	u	1	6.76361176868448e-05
v	{	N	1	6.76361176868448e-05
n	_	n	1	6.76361176868448e-05
r	@	T	1	6.76361176868448e-05
{	b	g	1	6.76361176868448e-05
l	d	z	1	6.76361176868448e-05
d	p	5	1	6.76361176868448e-05
8	v	 	1	6.76361176868448e-05
Q	g	5	1	6.76361176868448e-05
i	l	{	1	6.76361176868448e-05
5	3	S	1	6.76361176868448e-05
g	$	p	1	6.76361176868448e-05
8	p	$	1	6.76361176868448e-05
m	w	Q	1	6.76361176868448e-05
1	E	t	1	6.76361176868448e-05
T	#	s	1	6.76361176868448e-05
b	1	T	1	6.76361176868448e-05
E	d	S	1	6.76361176868448e-05
_	$	z	1	6.76361176868448e-05
4	n	s	1	6.76361176868448e-05
l	#	J	1	6.76361176868448e-05
s	p	w	1	6.76361176868448e-05
z	H	g	1	6.76361176868448e-05
v	P	s	1	6.76361176868448e-05
m	V	r	1	6.76361176868448e-05
p	H	w	1	6.76361176868448e-05
h	2	1	1	6.76361176868448e-05
@	r	~	1	6.76361176868448e-05
 	i	J	1	6.76361176868448e-05
g	$	s	1	6.76361176868448e-05
@	J	E	1	6.76361176868448e-05
I	v	V	1	6.76361176868448e-05
2	s	6	1	6.76361176868448e-05
g	u	g	1	6.76361176868448e-05
#	_	n	1	6.76361176868448e-05
3	d	w	1	6.76361176868448e-05
5	k	V	1	6.76361176868448e-05
3	l	5	1	6.76361176868448e-05
l	{	f	1	6.76361176868448e-05
n	p	8	1	6.76361176868448e-05
i	l	p	1	6.76361176868448e-05
_	k	1	1	6.76361176868448e-05
i	i	s	1	6.76361176868448e-05
m	p	p	1	6.76361176868448e-05
V	v	f	1	6.76361176868448e-05
6	d	b	1	6.76361176868448e-05
 	2	m	1	6.76361176868448e-05
N	h	8	1	6.76361176868448e-05
$	d	d	1	6.76361176868448e-05
#	Q	s	1	6.76361176868448e-05
h	6	@	1	6.76361176868448e-05
V	N	h	1	6.76361176868448e-05
g	k	Q	1	6.76361176868448e-05
k	s	S	1	6.76361176868448e-05
t	p	i	1	6.76361176868448e-05
w	7	w	1	6.76361176868448e-05
Q	J	J	1	6.76361176868448e-05
E	S	n	1	6.76361176868448e-05
r	5	$	1	6.76361176868448e-05
E	s	s	1	6.76361176868448e-05
j	I	n	1	6.76361176868448e-05
@	_	Q	1	6.76361176868448e-05
r	U	z	1	6.76361176868448e-05
$	n	w	1	6.76361176868448e-05
u	_	1	1	6.76361176868448e-05
2	w	2	1	6.76361176868448e-05
6	b	i	1	6.76361176868448e-05
i	Q	s	1	6.76361176868448e-05
m	_	#	1	6.76361176868448e-05
u	z	V	1	6.76361176868448e-05
i	m	S	1	6.76361176868448e-05
j	u	2	1	6.76361176868448e-05
s	v	i	1	6.76361176868448e-05
9	d	S	1	6.76361176868448e-05
d	2	3	1	6.76361176868448e-05
m	r	V	1	6.76361176868448e-05
P	w	I	1	6.76361176868448e-05
5	T	r	1	6.76361176868448e-05
E	d	{	1	6.76361176868448e-05
S	$	m	1	6.76361176868448e-05
 	5	s	1	6.76361176868448e-05
D	5	z	1	6.76361176868448e-05
i	n	f	1	6.76361176868448e-05
S	I	Q	1	6.76361176868448e-05
m	p	m	1	6.76361176868448e-05
d	J	{	1	6.76361176868448e-05
1	b	7	1	6.76361176868448e-05
b	s	j	1	6.76361176868448e-05
w	1	D	1	6.76361176868448e-05
f	h	E	1	6.76361176868448e-05
s	f	V	1	6.76361176868448e-05
Z	q	N	1	6.76361176868448e-05
3	d	p	1	6.76361176868448e-05
I	h	7	1	6.76361176868448e-05
g	4	t	1	6.76361176868448e-05
p	s	~	1	6.76361176868448e-05
S	U	f	1	6.76361176868448e-05
f	I	{	1	6.76361176868448e-05
p	3	d	1	6.76361176868448e-05
1	E	f	1	6.76361176868448e-05
{	k	T	1	6.76361176868448e-05
p	n	5	1	6.76361176868448e-05
 	p	h	1	6.76361176868448e-05
1	b	4	1	6.76361176868448e-05
s	m	q	1	6.76361176868448e-05
j	8	R	1	6.76361176868448e-05
3	g	{	1	6.76361176868448e-05
d	$	p	1	6.76361176868448e-05
t	i	2	1	6.76361176868448e-05
N	g	V	1	6.76361176868448e-05
1	s	2	1	6.76361176868448e-05
s	T	l	1	6.76361176868448e-05
h	4	 	1	6.76361176868448e-05
p	j	{	1	6.76361176868448e-05
H	d	g	1	6.76361176868448e-05
H	w	{	1	6.76361176868448e-05
Q	T	P	1	6.76361176868448e-05
_	I	f	1	6.76361176868448e-05
$	m	n	1	6.76361176868448e-05
i	v	n	1	6.76361176868448e-05
n	h	V	1	6.76361176868448e-05
s	j	3	1	6.76361176868448e-05
I	l	$	1	6.76361176868448e-05
l	#	l	1	6.76361176868448e-05
r	#	D	1	6.76361176868448e-05
p	2	2	1	6.76361176868448e-05
d	2	h	1	6.76361176868448e-05
T	S	1	1	6.76361176868448e-05
u	T	I	1	6.76361176868448e-05
E	d	g	1	6.76361176868448e-05
v	d	w	1	6.76361176868448e-05
U	t	i	1	6.76361176868448e-05
n	$	 	1	6.76361176868448e-05
 	V	x	1	6.76361176868448e-05
E	d	d	1	6.76361176868448e-05
U	{	n	1	6.76361176868448e-05
m	S	i	1	6.76361176868448e-05
w	{	t	1	6.76361176868448e-05
I	w	#	1	6.76361176868448e-05
k	b	l	1	6.76361176868448e-05
#	_	p	1	6.76361176868448e-05
1	_	5	1	6.76361176868448e-05
8	S	I	1	6.76361176868448e-05
3	p	1	1	6.76361176868448e-05
s	{	_	1	6.76361176868448e-05
b	@	S	1	6.76361176868448e-05
p	t	b	1	6.76361176868448e-05
i	E	d	1	6.76361176868448e-05
1	Q	n	1	6.76361176868448e-05
Q	s	1	1	6.76361176868448e-05
3	k	l	1	6.76361176868448e-05
#	T	w	1	6.76361176868448e-05
I	t	J	1	6.76361176868448e-05
k	2	i	1	6.76361176868448e-05
~	n	d	1	6.76361176868448e-05
2	m	1	1	6.76361176868448e-05
#	w	I	1	6.76361176868448e-05
t	l	u	1	6.76361176868448e-05
b	i	p	1	6.76361176868448e-05
n	z	k	1	6.76361176868448e-05
j	~	N	1	6.76361176868448e-05
$	r	5	1	6.76361176868448e-05
f	i	f	1	6.76361176868448e-05
b	S	E	1	6.76361176868448e-05
N	S	I	1	6.76361176868448e-05
1	w	$	1	6.76361176868448e-05
7	p	{	1	6.76361176868448e-05
s	q	n	1	6.76361176868448e-05
I	b	4	1	6.76361176868448e-05
k	u	d	1	6.76361176868448e-05
d	g	V	1	6.76361176868448e-05
3	p	t	1	6.76361176868448e-05
H	w	3	1	6.76361176868448e-05
@	j	u	1	6.76361176868448e-05
@	k	p	1	6.76361176868448e-05
T	w	I	1	6.76361176868448e-05
S	d	6	1	6.76361176868448e-05
m	7	l	1	6.76361176868448e-05
b	i	2	1	6.76361176868448e-05
u	s	3	1	6.76361176868448e-05
I	r	u	1	6.76361176868448e-05
g	~	N	1	6.76361176868448e-05
D	V	s	1	6.76361176868448e-05
5	t	k	1	6.76361176868448e-05
t	b	V	1	6.76361176868448e-05
7	m	5	1	6.76361176868448e-05
h	u	J	1	6.76361176868448e-05
6	b	4	1	6.76361176868448e-05
I	Q	m	1	6.76361176868448e-05
S	p	4	1	6.76361176868448e-05
8	k	1	1	6.76361176868448e-05
2	j	u	1	6.76361176868448e-05
d	P	v	1	6.76361176868448e-05
k	8	n	1	6.76361176868448e-05
1	k	T	1	6.76361176868448e-05
2	i	t	1	6.76361176868448e-05
u	l	z	1	6.76361176868448e-05
U	p	E	1	6.76361176868448e-05
1	s	p	1	6.76361176868448e-05
2	v	w	1	6.76361176868448e-05
I	b	z	1	6.76361176868448e-05
t	g	6	1	6.76361176868448e-05
1	d	f	1	6.76361176868448e-05
g	@	J	1	6.76361176868448e-05
 	m	w	1	6.76361176868448e-05
t	r	9	1	6.76361176868448e-05
2	s	P	1	6.76361176868448e-05
3	f	d	1	6.76361176868448e-05
z	k	l	1	6.76361176868448e-05
4	n	z	1	6.76361176868448e-05
l	t	Q	1	6.76361176868448e-05
$	@	R	1	6.76361176868448e-05
d	w	#	1	6.76361176868448e-05
i	t	6	1	6.76361176868448e-05
 	p	S	1	6.76361176868448e-05
t	4	t	1	6.76361176868448e-05
8	l	 	1	6.76361176868448e-05
 	i	E	1	6.76361176868448e-05
5	l	p	1	6.76361176868448e-05
2	f	u	1	6.76361176868448e-05
n	k	I	1	6.76361176868448e-05
f	3	k	1	6.76361176868448e-05
k	n	V	1	6.76361176868448e-05
l	b	E	1	6.76361176868448e-05
N	S	q	1	6.76361176868448e-05
N	t	r	1	6.76361176868448e-05
 	p	f	1	6.76361176868448e-05
m	@	v	1	6.76361176868448e-05
z	p	r	1	6.76361176868448e-05
i	J	k	1	6.76361176868448e-05
n	S	p	1	6.76361176868448e-05
h	7	s	1	6.76361176868448e-05
l	s	H	1	6.76361176868448e-05
d	J	i	1	6.76361176868448e-05
P	f	E	1	6.76361176868448e-05
J	7	 	1	6.76361176868448e-05
l	1	6	1	6.76361176868448e-05
j	U	_	1	6.76361176868448e-05
p	s	{	1	6.76361176868448e-05
i	t	$	1	6.76361176868448e-05
6	T	p	1	6.76361176868448e-05
5	J	$	1	6.76361176868448e-05
4	b	P	1	6.76361176868448e-05
E	J	b	1	6.76361176868448e-05
5	T	I	1	6.76361176868448e-05
@	t	V	1	6.76361176868448e-05
u	t	E	1	6.76361176868448e-05
I	$	g	1	6.76361176868448e-05
2	i	 	1	6.76361176868448e-05
l	g	Q	1	6.76361176868448e-05
V	J	s	1	6.76361176868448e-05
d	v	Q	1	6.76361176868448e-05
u	k	w	1	6.76361176868448e-05
Z	U	r	1	6.76361176868448e-05
5	m	t	1	6.76361176868448e-05
2	s	5	1	6.76361176868448e-05
@	t	b	1	6.76361176868448e-05
$	p	1	1	6.76361176868448e-05
 	1	$	1	6.76361176868448e-05
p	k	#	1	6.76361176868448e-05
$	l	E	1	6.76361176868448e-05
z	_	i	1	6.76361176868448e-05
f	P	d	1	6.76361176868448e-05
V	k	h	1	6.76361176868448e-05
i	T	n	1	6.76361176868448e-05
I	I	T	1	6.76361176868448e-05
m	I	5	1	6.76361176868448e-05
$	m	p	1	6.76361176868448e-05
2	m	p	1	6.76361176868448e-05
w	{	v	1	6.76361176868448e-05
@	t	4	1	6.76361176868448e-05
d	Q	r	1	6.76361176868448e-05
I	m	~	1	6.76361176868448e-05
I	N	J	1	6.76361176868448e-05
#	g	P	1	6.76361176868448e-05
l	T	f	1	6.76361176868448e-05
5	@	k	1	6.76361176868448e-05
5	{	z	1	6.76361176868448e-05
I	z	1	1	6.76361176868448e-05
4	d	2	1	6.76361176868448e-05
k	n	{	1	6.76361176868448e-05
0	N	 	1	6.76361176868448e-05
J	2	d	1	6.76361176868448e-05
7	d	I	1	6.76361176868448e-05
6	d	h	1	6.76361176868448e-05
 	3	R	1	6.76361176868448e-05
I	{	d	1	6.76361176868448e-05
E	l	3	1	6.76361176868448e-05
g	s	$	1	6.76361176868448e-05
v	s	E	1	6.76361176868448e-05
s	1	q	1	6.76361176868448e-05
t	l	5	1	6.76361176868448e-05
k	i	d	1	6.76361176868448e-05
k	$	Z	1	6.76361176868448e-05
V	t	w	1	6.76361176868448e-05
1	n	u	1	6.76361176868448e-05
m	7	S	1	6.76361176868448e-05
S	#	 	1	6.76361176868448e-05
S	I	k	1	6.76361176868448e-05
Q	_	E	1	6.76361176868448e-05
i	f	m	1	6.76361176868448e-05
P	S	Q	1	6.76361176868448e-05
1	l	Q	1	6.76361176868448e-05
8	s	k	1	6.76361176868448e-05
u	I	_	1	6.76361176868448e-05
I	8	Z	1	6.76361176868448e-05
N	s	I	1	6.76361176868448e-05
p	Q	J	1	6.76361176868448e-05
d	H	I	1	6.76361176868448e-05
u	S	1	1	6.76361176868448e-05
u	w	8	1	6.76361176868448e-05
n	d	_	1	6.76361176868448e-05
k	5	1	1	6.76361176868448e-05
{	p	k	1	6.76361176868448e-05
z	b	4	1	6.76361176868448e-05
i	m	b	1	6.76361176868448e-05
d	2	w	1	6.76361176868448e-05
#	@	n	1	6.76361176868448e-05
N	g	u	1	6.76361176868448e-05
p	g	{	1	6.76361176868448e-05
b	2	r	1	6.76361176868448e-05
J	g	5	1	6.76361176868448e-05
6	T	$	1	6.76361176868448e-05
z	H	S	1	6.76361176868448e-05
P	@	v	1	6.76361176868448e-05
5	t	b	1	6.76361176868448e-05
b	v	I	1	6.76361176868448e-05
7	k	r	1	6.76361176868448e-05
u	D	t	1	6.76361176868448e-05
k	8	m	1	6.76361176868448e-05
l	q	N	1	6.76361176868448e-05
m	P	z	1	6.76361176868448e-05
U	z	#	1	6.76361176868448e-05
p	s	1	1	6.76361176868448e-05
@	f	4	1	6.76361176868448e-05
5	k	d	1	6.76361176868448e-05
k	U	d	1	6.76361176868448e-05
d	u	S	1	6.76361176868448e-05
t	2	Q	1	6.76361176868448e-05
k	U	r	1	6.76361176868448e-05
$	k	j	1	6.76361176868448e-05
l	7	k	1	6.76361176868448e-05
f	k	l	1	6.76361176868448e-05
l	u	l	1	6.76361176868448e-05
1	s	v	1	6.76361176868448e-05
s	6	s	1	6.76361176868448e-05
i	J	#	1	6.76361176868448e-05
t	6	z	1	6.76361176868448e-05
p	E	N	1	6.76361176868448e-05
$	t	S	1	6.76361176868448e-05
m	v	I	1	6.76361176868448e-05
p	#	v	1	6.76361176868448e-05
l	v	{	1	6.76361176868448e-05
g	2	{	1	6.76361176868448e-05
b	2	I	1	6.76361176868448e-05
j	U	g	1	6.76361176868448e-05
1	d	s	1	6.76361176868448e-05
m	1	m	1	6.76361176868448e-05
z	k	1	1	6.76361176868448e-05
#	b	V	1	6.76361176868448e-05
Q	n	m	1	6.76361176868448e-05
I	T	j	1	6.76361176868448e-05
I	Q	f	1	6.76361176868448e-05
b	5	m	1	6.76361176868448e-05
r	I	$	1	6.76361176868448e-05
#	p	w	1	6.76361176868448e-05
t	$	h	1	6.76361176868448e-05
V	m	1	1	6.76361176868448e-05
b	h	j	1	6.76361176868448e-05
 	V	d	1	6.76361176868448e-05
{	_	i	1	6.76361176868448e-05
V	p	E	1	6.76361176868448e-05
3	n	r	1	6.76361176868448e-05
N	k	p	1	6.76361176868448e-05
2	n	6	1	6.76361176868448e-05
2	5	n	1	6.76361176868448e-05
2	r	4	1	6.76361176868448e-05
k	i	s	1	6.76361176868448e-05
V	t	2	1	6.76361176868448e-05
i	k	i	1	6.76361176868448e-05
$	k	r	1	6.76361176868448e-05
i	Z	u	1	6.76361176868448e-05
V	s	J	1	6.76361176868448e-05
m	z	d	1	6.76361176868448e-05
P	t	r	1	6.76361176868448e-05
u	S	2	1	6.76361176868448e-05
u	n	S	1	6.76361176868448e-05
1	m	T	1	6.76361176868448e-05
J	b	I	1	6.76361176868448e-05
@	f	 	1	6.76361176868448e-05
b	n	V	1	6.76361176868448e-05
V	t	h	1	6.76361176868448e-05
5	f	5	1	6.76361176868448e-05
n	7	t	1	6.76361176868448e-05
I	s	F	1	6.76361176868448e-05
n	J	w	1	6.76361176868448e-05
g	n	$	1	6.76361176868448e-05
d	S	Q	1	6.76361176868448e-05
s	I	V	1	6.76361176868448e-05
5	6	t	1	6.76361176868448e-05
m	n	7	1	6.76361176868448e-05
5	z	H	1	6.76361176868448e-05
n	l	5	1	6.76361176868448e-05
5	I	f	1	6.76361176868448e-05
_	V	d	1	6.76361176868448e-05
p	m	2	1	6.76361176868448e-05
l	s	w	1	6.76361176868448e-05
2	v	1	1	6.76361176868448e-05
 	u	d	1	6.76361176868448e-05
z	7	l	1	6.76361176868448e-05
J	b	$	1	6.76361176868448e-05
2	f	E	1	6.76361176868448e-05
d	d	@	1	6.76361176868448e-05
v	w	3	1	6.76361176868448e-05
8	b	V	1	6.76361176868448e-05
d	U	I	1	6.76361176868448e-05
p	b	8	1	6.76361176868448e-05
p	u	d	1	6.76361176868448e-05
2	m	w	1	6.76361176868448e-05
U	r	2	1	6.76361176868448e-05
#	s	1	1	6.76361176868448e-05
T	3	z	1	6.76361176868448e-05
2	m	_	1	6.76361176868448e-05
7	t	U	1	6.76361176868448e-05
{	f	n	1	6.76361176868448e-05
{	N	5	1	6.76361176868448e-05
#	z	1	1	6.76361176868448e-05
{	N	n	1	6.76361176868448e-05
u	t	{	1	6.76361176868448e-05
 	v	w	1	6.76361176868448e-05
Q	v	s	1	6.76361176868448e-05
q	n	Z	1	6.76361176868448e-05
_	u	p	1	6.76361176868448e-05
d	f	r	1	6.76361176868448e-05
i	p	h	1	6.76361176868448e-05
k	i	I	1	6.76361176868448e-05
N	r	5	1	6.76361176868448e-05
d	E	g	1	6.76361176868448e-05
i	z	7	1	6.76361176868448e-05
n	w	8	1	6.76361176868448e-05
S	$	f	1	6.76361176868448e-05
w	1	w	1	6.76361176868448e-05
7	v	#	1	6.76361176868448e-05
j	$	l	1	6.76361176868448e-05
t	p	U	1	6.76361176868448e-05
6	n	b	1	6.76361176868448e-05
P	v	2	1	6.76361176868448e-05
$	J	l	1	6.76361176868448e-05
5	p	9	1	6.76361176868448e-05
H	s	i	1	6.76361176868448e-05
T	I	t	1	6.76361176868448e-05
P	d	@	1	6.76361176868448e-05
g	7	b	1	6.76361176868448e-05
u	t	6	1	6.76361176868448e-05
@	_	i	1	6.76361176868448e-05
4	@	_	1	6.76361176868448e-05
7	t	u	1	6.76361176868448e-05
n	t	8	1	6.76361176868448e-05
p	s	$	1	6.76361176868448e-05
6	J	5	1	6.76361176868448e-05
D	8	t	1	6.76361176868448e-05
S	8	S	1	6.76361176868448e-05
T	7	m	1	6.76361176868448e-05
i	l	i	1	6.76361176868448e-05
d	b	4	1	6.76361176868448e-05
p	h	6	1	6.76361176868448e-05
l	j	5	1	6.76361176868448e-05
1	_	2	1	6.76361176868448e-05
 	5	h	1	6.76361176868448e-05
J	#	d	1	6.76361176868448e-05
1	d	n	1	6.76361176868448e-05
u	t	b	1	6.76361176868448e-05
g	m	#	1	6.76361176868448e-05
 	l	~	1	6.76361176868448e-05
5	h	U	1	6.76361176868448e-05
m	h	i	1	6.76361176868448e-05
$	z	P	1	6.76361176868448e-05
g	l	6	1	6.76361176868448e-05
s	q	m	1	6.76361176868448e-05
$	_	E	1	6.76361176868448e-05
P	1	_	1	6.76361176868448e-05
3	n	j	1	6.76361176868448e-05
#	s	E	1	6.76361176868448e-05
p	T	 	1	6.76361176868448e-05
{	m	w	1	6.76361176868448e-05
P	J	E	1	6.76361176868448e-05
{	v	z	1	6.76361176868448e-05
U	S	k	1	6.76361176868448e-05
J	U	r	1	6.76361176868448e-05
q	N	k	1	6.76361176868448e-05
T	$	r	1	6.76361176868448e-05
g	t	{	1	6.76361176868448e-05
8	n	5	1	6.76361176868448e-05
n	d	J	1	6.76361176868448e-05
2	f	U	1	6.76361176868448e-05
_	i	_	1	6.76361176868448e-05
8	Z	 	1	6.76361176868448e-05
 	D	6	1	6.76361176868448e-05
P	b	V	1	6.76361176868448e-05
$	b	d	1	6.76361176868448e-05
i	m	s	1	6.76361176868448e-05
2	s	{	1	6.76361176868448e-05
T	p	6	1	6.76361176868448e-05
U	d	E	1	6.76361176868448e-05
3	g	1	1	6.76361176868448e-05
Q	n	n	1	6.76361176868448e-05
u	m	#	1	6.76361176868448e-05
4	s	5	1	6.76361176868448e-05
k	$	v	1	6.76361176868448e-05
{	N	d	1	6.76361176868448e-05
3	D	H	1	6.76361176868448e-05
{	N	z	1	6.76361176868448e-05
p	E	m	1	6.76361176868448e-05
7	l	i	1	6.76361176868448e-05
D	8	v	1	6.76361176868448e-05
t	g	1	1	6.76361176868448e-05
3	z	P	1	6.76361176868448e-05
t	{	d	1	6.76361176868448e-05
m	#	R	1	6.76361176868448e-05
1	p	5	1	6.76361176868448e-05
 	j	@	1	6.76361176868448e-05
N	m	#	1	6.76361176868448e-05
f	2	{	1	6.76361176868448e-05
T	p	I	1	6.76361176868448e-05
J	d	#	1	6.76361176868448e-05
N	t	u	1	6.76361176868448e-05
i	m	6	1	6.76361176868448e-05
$	S	#	1	6.76361176868448e-05
T	2	b	1	6.76361176868448e-05
E	b	l	1	6.76361176868448e-05
U	m	f	1	6.76361176868448e-05
p	i	i	1	6.76361176868448e-05
$	p	E	1	6.76361176868448e-05
k	6	r	1	6.76361176868448e-05
m	6	z	1	6.76361176868448e-05
i	I	S	1	6.76361176868448e-05
6	I	z	1	6.76361176868448e-05
U	8	r	1	6.76361176868448e-05
U	r	U	1	6.76361176868448e-05
i	s	q	1	6.76361176868448e-05
$	d	E	1	6.76361176868448e-05
5	z	p	1	6.76361176868448e-05
E	m	1	1	6.76361176868448e-05
H	2	z	1	6.76361176868448e-05
#	m	E	1	6.76361176868448e-05
z	q	n	1	6.76361176868448e-05
1	_	b	1	6.76361176868448e-05
n	z	2	1	6.76361176868448e-05
P	E	t	1	6.76361176868448e-05
h	1	h	1	6.76361176868448e-05
7	f	@	1	6.76361176868448e-05
V	p	H	1	6.76361176868448e-05
9	b	r	1	6.76361176868448e-05
f	2	z	1	6.76361176868448e-05
 	V	v	1	6.76361176868448e-05
f	I	T	1	6.76361176868448e-05
w	5	d	1	6.76361176868448e-05
T	i	m	1	6.76361176868448e-05
T	s	h	1	6.76361176868448e-05
I	I	f	1	6.76361176868448e-05
I	f	h	1	6.76361176868448e-05
J	@	S	1	6.76361176868448e-05
7	{	d	1	6.76361176868448e-05
5	b	d	1	6.76361176868448e-05
u	3	T	1	6.76361176868448e-05
n	t	d	1	6.76361176868448e-05
#	l	p	1	6.76361176868448e-05
k	S	3	1	6.76361176868448e-05
l	z	g	1	6.76361176868448e-05
z	d	2	1	6.76361176868448e-05
#	p	5	1	6.76361176868448e-05
@	t	H	1	6.76361176868448e-05
i	J	E	1	6.76361176868448e-05
P	@	r	1	6.76361176868448e-05
t	V	S	1	6.76361176868448e-05
Q	p	5	1	6.76361176868448e-05
{	_	E	1	6.76361176868448e-05
u	d	u	1	6.76361176868448e-05
v	d	r	1	6.76361176868448e-05
3	m	V	1	6.76361176868448e-05
@	T	i	1	6.76361176868448e-05
r	1	J	1	6.76361176868448e-05
i	Z	@	1	6.76361176868448e-05
 	k	v	1	6.76361176868448e-05
V	p	d	1	6.76361176868448e-05
n	8	d	1	6.76361176868448e-05
J	7	n	1	6.76361176868448e-05
{	l	4	1	6.76361176868448e-05
T	1	k	1	6.76361176868448e-05
I	Q	v	1	6.76361176868448e-05
t	1	Z	1	6.76361176868448e-05
u	1	S	1	6.76361176868448e-05
n	3	n	1	6.76361176868448e-05
m	k	V	1	6.76361176868448e-05
$	m	T	1	6.76361176868448e-05
h	6	v	1	6.76361176868448e-05
j	u	{	1	6.76361176868448e-05
b	~	m	1	6.76361176868448e-05
i	r	1	1	6.76361176868448e-05
d	z	Q	1	6.76361176868448e-05
U	m	m	1	6.76361176868448e-05
t	b	2	1	6.76361176868448e-05
$	s	u	1	6.76361176868448e-05
s	b	i	1	6.76361176868448e-05
l	f	m	1	6.76361176868448e-05
 	3	 	1	6.76361176868448e-05
k	t	i	1	6.76361176868448e-05
i	E	l	1	6.76361176868448e-05
h	1	r	1	6.76361176868448e-05
2	T	H	1	6.76361176868448e-05
_	t	@	1	6.76361176868448e-05
#	f	E	1	6.76361176868448e-05
s	g	l	1	6.76361176868448e-05
t	{	v	1	6.76361176868448e-05
f	P	S	1	6.76361176868448e-05
l	r	@	1	6.76361176868448e-05
5	1	S	1	6.76361176868448e-05
5	$	g	1	6.76361176868448e-05
h	i	T	1	6.76361176868448e-05
h	8	n	1	6.76361176868448e-05
I	@	f	1	6.76361176868448e-05
1	m	V	1	6.76361176868448e-05
S	I	$	1	6.76361176868448e-05
n	S	{	1	6.76361176868448e-05
$	b	{	1	6.76361176868448e-05
t	k	I	1	6.76361176868448e-05
u	8	 	1	6.76361176868448e-05
6	@	h	1	6.76361176868448e-05
j	{	S	1	6.76361176868448e-05
#	k	i	1	6.76361176868448e-05
z	2	m	1	6.76361176868448e-05
i	b	6	1	6.76361176868448e-05
E	_	l	1	6.76361176868448e-05
l	k	S	1	6.76361176868448e-05
v	m	{	1	6.76361176868448e-05
l	S	Q	1	6.76361176868448e-05
J	d	2	1	6.76361176868448e-05
d	P	h	1	6.76361176868448e-05
V	v	h	1	6.76361176868448e-05
m	k	Q	1	6.76361176868448e-05
J	8	t	1	6.76361176868448e-05
m	f	6	1	6.76361176868448e-05
d	H	n	1	6.76361176868448e-05
1	m	p	1	6.76361176868448e-05
k	T	i	1	6.76361176868448e-05
h	i	g	1	6.76361176868448e-05
$	t	V	1	6.76361176868448e-05
T	m	@	1	6.76361176868448e-05
6	t	_	1	6.76361176868448e-05
Q	J	t	1	6.76361176868448e-05
z	p	E	1	6.76361176868448e-05
J	d	j	1	6.76361176868448e-05
7	t	$	1	6.76361176868448e-05
{	N	6	1	6.76361176868448e-05
Q	t	n	1	6.76361176868448e-05
i	h	i	1	6.76361176868448e-05
4	i	 	1	6.76361176868448e-05
5	b	t	1	6.76361176868448e-05
l	5	6	1	6.76361176868448e-05
#	l	{	1	6.76361176868448e-05
 	z	Q	1	6.76361176868448e-05
1	_	3	1	6.76361176868448e-05
b	3	D	1	6.76361176868448e-05
#	m	k	1	6.76361176868448e-05
3	t	u	1	6.76361176868448e-05
{	_	V	1	6.76361176868448e-05
8	r	4	1	6.76361176868448e-05
l	k	Q	1	6.76361176868448e-05
b	#	f	1	6.76361176868448e-05
6	s	r	1	6.76361176868448e-05
g	U	#	1	6.76361176868448e-05
1	_	s	1	6.76361176868448e-05
E	b	d	1	6.76361176868448e-05
P	s	$	1	6.76361176868448e-05
g	z	h	1	6.76361176868448e-05
{	r	j	1	6.76361176868448e-05
#	f	s	1	6.76361176868448e-05
i	Q	n	1	6.76361176868448e-05
p	9	 	1	6.76361176868448e-05
i	t	d	1	6.76361176868448e-05
P	{	k	1	6.76361176868448e-05
Q	v	j	1	6.76361176868448e-05
E	n	n	1	6.76361176868448e-05
2	s	w	1	6.76361176868448e-05
_	U	1	1	6.76361176868448e-05
j	U	 	1	6.76361176868448e-05
#	w	7	1	6.76361176868448e-05
g	7	d	1	6.76361176868448e-05
i	T	@	1	6.76361176868448e-05
Q	J	s	1	6.76361176868448e-05
S	i	g	1	6.76361176868448e-05
u	l	7	1	6.76361176868448e-05
m	z	r	1	6.76361176868448e-05
H	t	7	1	6.76361176868448e-05
_	b	$	1	6.76361176868448e-05
#	S	n	1	6.76361176868448e-05
n	T	2	1	6.76361176868448e-05
N	b	U	1	6.76361176868448e-05
Q	f	d	1	6.76361176868448e-05
1	S	 	1	6.76361176868448e-05
h	2	i	1	6.76361176868448e-05
 	4	n	1	6.76361176868448e-05
v	J	2	1	6.76361176868448e-05
3	k	6	1	6.76361176868448e-05
S	b	{	1	6.76361176868448e-05
5	h	3	1	6.76361176868448e-05
i	1	_	1	6.76361176868448e-05
S	w	Q	1	6.76361176868448e-05
m	s	u	1	6.76361176868448e-05
N	w	$	1	6.76361176868448e-05
g	9	d	1	6.76361176868448e-05
d	n	j	1	6.76361176868448e-05
i	T	1	1	6.76361176868448e-05
b	l	4	1	6.76361176868448e-05
8	p	l	1	6.76361176868448e-05
I	t	t	1	6.76361176868448e-05
{	p	V	1	6.76361176868448e-05
3	b	7	1	6.76361176868448e-05
H	h	U	1	6.76361176868448e-05
b	P	S	1	6.76361176868448e-05
