Phon1	Phon2	Phon3	Count	Prob(Phon1 Phon2 Phon3)
@	R	 	2834	0.191680757524518
l	I	 	2594	0.175448089279675
S	H	 	1339	0.0905647615826852
I	s	 	1283	0.0867771389922219
 	I	n	1259	0.0851538721677376
I	N	 	1082	0.073182279337166
@	n	t	1037	0.070138654041258
n	t	 	1022	0.0691241122759554
n	I	s	969	0.0655393980385526
 	d	I	961	0.0649983090970578
1	S	H	892	0.0603314169766655
I	s	t	888	0.0600608725059182
s	t	 	818	0.055326344267839
 	p	r	813	0.0549881636794048
@	t	I	787	0.0532296246195468
t	I	 	781	0.0528238079134258
@	l	I	769	0.0520121745011836
I	k	 	765	0.0517416300304363
@	n	 	734	0.0496449103821441
 	s	t	724	0.0489685492052756
@	r	I	718	0.0485627324991545
r	I	 	703	0.0475481907338519
t	@	R	678	0.0458572877916808
b	P	 	651	0.0440311126141359
t	I	k	648	0.0438282042610754
 	k	@	645	0.0436252959080149
m	@	n	634	0.0428812986134596
k	@	n	618	0.0417991207304701
 	r	I	612	0.041393304024349
1	t	 	606	0.0409874873182279
l	I	s	548	0.0370645924923909
 	k	Q	546	0.0369293202570172
d	I	s	544	0.0367940480216436
 	V	n	544	0.0367940480216436
s	t	I	541	0.036591139668583
@	s	 	539	0.0364558674332093
@	r	@	525	0.0355089617855935
s	t	r	518	0.0350355089617856
@	n	s	515	0.0348326006087251
@	b	P	489	0.0330740615488671
@	m	 	484	0.0327358809604329
I	d	 	477	0.032262428136625
 	t	r	457	0.0309097057828881
 	s	k	456	0.0308420696652012
I	t	 	436	0.0294893473114643
t	l	I	430	0.0290835306053433
n	d	 	425	0.028745350016909
I	k	@	421	0.0284748055461616
E	n	t	419	0.028339533310788
n	s	 	415	0.0280689888400406
s	l	I	415	0.0280689888400406
{	n	d	412	0.02786608048698
 	s	I	411	0.0277984443692932
t	I	v	408	0.0275955360162327
 	k	r	401	0.0271220831924248
 	s	p	399	0.0269868109570511
 	s	E	399	0.0269868109570511
n	d	@	397	0.0268515387216774
s	t	@	375	0.0253635441325668
I	n	I	372	0.0251606357795063
I	l	I	368	0.0248900913087589
I	n	t	364	0.0246195468380115
I	k	s	361	0.024416638484951
 	k	{	359	0.0242813662495773
t	@	r	356	0.0240784578965167
I	v	 	355	0.0240108217788299
 	m	I	354	0.023943185661143
t	r	I	353	0.0238755495434562
k	@	l	351	0.0237402773080825
n	d	I	347	0.0234697328373351
n	t	@	332	0.0224551910720325
n	t	I	332	0.0224551910720325
 	b	r	331	0.0223875549543456
k	P	 	324	0.0219141021305377
 	g	r	321	0.0217111937774772
 	m	{	321	0.0217111937774772
 	I	m	320	0.0216435576597903
r	I	s	310	0.0209671964829219
l	@	t	309	0.020899560365235
f	U	l	307	0.0207642881298613
 	r	E	302	0.0204261075414271
E	k	t	301	0.0203584714237403
r	I	k	300	0.0202908353060534
 	k	l	297	0.0200879269529929
t	I	d	295	0.0199526547176192
b	l	I	287	0.0194115657761245
@	l	 	287	0.0194115657761245
 	f	l	286	0.0193439296584376
j	U	l	286	0.0193439296584376
t	@	n	283	0.0191410213053771
r	@	l	281	0.0190057490700034
k	s	 	281	0.0190057490700034
 	f	r	279	0.0188704768346297
p	r	I	279	0.0188704768346297
E	s	t	279	0.0188704768346297
I	m	p	275	0.0185999323638823
I	n	s	274	0.0185322962461955
I	z	@	273	0.0184646601285086
I	t	@	272	0.0183970240108218
I	n	d	269	0.0181941156577612
n	s	I	269	0.0181941156577612
2	z	 	267	0.0180588434223876
 	b	l	265	0.0179235711870139
r	@	n	264	0.017855935069327
 	p	{	264	0.017855935069327
k	Q	n	264	0.017855935069327
I	n	 	263	0.0177882989516402
t	I	N	262	0.0177206628339533
 	p	l	256	0.0173148461278323
z	@	m	255	0.0172472100101454
r	@	t	253	0.0171119377747717
m	I	n	250	0.0169090294217112
 	s	V	247	0.0167061210686507
t	r	{	244	0.0165032127155901
 	b	{	241	0.0163003043625296
E	k	s	240	0.0162326682448427
 	b	I	240	0.0162326682448427
d	@	R	239	0.0161650321271559
r	@	s	237	0.0160297598917822
s	I	 	236	0.0159621237740954
I	k	P	235	0.0158944876564085
 	r	i	230	0.0155563070679743
V	n	d	228	0.0154210348326006
r	E	s	228	0.0154210348326006
E	n	d	227	0.0153533987149138
I	l	@	223	0.0150828542441664
j	@	n	223	0.0150828542441664
2	t	 	222	0.0150152181264795
k	t	 	222	0.0150152181264795
d	l	I	222	0.0150152181264795
b	I	l	222	0.0150152181264795
I	S	 	221	0.0149475820087927
 	s	l	220	0.0148799458911059
m	I	s	220	0.0148799458911059
k	t	I	215	0.0145417653026716
k	@	m	214	0.0144741291849848
 	d	E	214	0.0144741291849848
l	@	R	213	0.0144064930672979
t	@	b	213	0.0144064930672979
 	p	@	212	0.0143388569496111
r	I	N	212	0.0143388569496111
Q	l	@	211	0.0142712208319242
l	@	n	211	0.0142712208319242
@	b	l	210	0.0142035847142374
n	I	k	210	0.0142035847142374
 	w	I	210	0.0142035847142374
 	f	$	210	0.0142035847142374
 	p	I	210	0.0142035847142374
 	l	I	208	0.0140683124788637
I	n	@	208	0.0140683124788637
I	t	I	204	0.0137977680081163
5	v	@	204	0.0137977680081163
 	I	k	204	0.0137977680081163
s	E	n	202	0.0136624957727426
I	N	l	201	0.0135948596550558
 	s	@	201	0.0135948596550558
@	r	1	201	0.0135948596550558
N	l	I	200	0.013527223537369
 	m	E	199	0.0134595874196821
@	t	 	199	0.0134595874196821
I	s	I	198	0.0133919513019953
l	I	t	198	0.0133919513019953
 	d	r	198	0.0133919513019953
s	I	v	198	0.0133919513019953
n	t	r	197	0.0133243151843084
{	n	t	195	0.0131890429489347
 	k	w	195	0.0131890429489347
t	r	@	192	0.0129861345958742
 	t	E	192	0.0129861345958742
{	t	I	191	0.0129184984781874
 	f	I	191	0.0129184984781874
r	1	t	191	0.0129184984781874
p	r	@	189	0.0127832262428137
@	d	 	187	0.01264795400744
s	k	r	187	0.01264795400744
n	j	@	186	0.0125803178897531
{	r	@	186	0.0125803178897531
@	s	l	186	0.0125803178897531
l	I	N	186	0.0125803178897531
l	I	k	186	0.0125803178897531
 	5	v	185	0.0125126817720663
p	r	E	184	0.0124450456543794
r	I	p	183	0.0123774095366926
U	l	@	182	0.0123097734190057
p	@	r	182	0.0123097734190057
s	n	I	182	0.0123097734190057
@	n	I	181	0.0122421373013189
I	_	 	179	0.0121068650659452
E	n	s	179	0.0121068650659452
{	k	t	178	0.0120392289482584
r	I	t	178	0.0120392289482584
7	R	 	177	0.0119715928305715
 	k	V	177	0.0119715928305715
I	s	k	177	0.0119715928305715
t	I	s	176	0.0119039567128847
{	l	@	176	0.0119039567128847
m	E	n	176	0.0119039567128847
2	n	 	175	0.0118363205951978
t	E	n	175	0.0118363205951978
I	n	k	175	0.0118363205951978
i	n	 	175	0.0118363205951978
$	R	 	174	0.011768684477511
{	k	 	174	0.011768684477511
d	I	k	173	0.0117010483598241
k	@	R	173	0.0117010483598241
 	h	{	173	0.0117010483598241
 	s	{	172	0.0116334122421373
I	N	k	171	0.0115657761244505
j	u	t	170	0.0114981400067636
r	{	n	170	0.0114981400067636
n	I	 	170	0.0114981400067636
r	I	m	169	0.0114305038890768
2	d	 	169	0.0114305038890768
d	I	d	167	0.0112952316537031
 	r	{	167	0.0112952316537031
t	P	 	167	0.0112952316537031
S	@	s	167	0.0112952316537031
 	p	Q	167	0.0112952316537031
t	I	n	167	0.0112952316537031
 	h	E	167	0.0112952316537031
 	p	E	166	0.0112275955360162
t	j	u	164	0.0110923233006425
 	{	n	164	0.0110923233006425
p	r	Q	163	0.0110246871829557
m	{	n	163	0.0110246871829557
n	t	l	163	0.0110246871829557
8	R	 	163	0.0110246871829557
f	I	k	163	0.0110246871829557
U	l	 	163	0.0110246871829557
7	n	 	160	0.0108217788298952
k	r	I	159	0.0107541427122083
s	@	b	158	0.0106865065945215
r	I	n	158	0.0106865065945215
t	r	1	158	0.0106865065945215
k	S	H	157	0.0106188704768346
V	s	t	157	0.0106188704768346
 	s	w	156	0.0105512343591478
l	d	 	156	0.0105512343591478
d	@	n	155	0.0104835982414609
 	k	5	155	0.0104835982414609
n	s	t	155	0.0104835982414609
r	{	k	155	0.0104835982414609
 	s	2	154	0.0104159621237741
n	P	 	154	0.0104159621237741
I	p	 	153	0.0103483260060873
6	n	d	153	0.0103483260060873
I	S	H	152	0.0102806898884004
p	@	R	151	0.0102130537707136
d	I	 	151	0.0102130537707136
s	I	n	150	0.0101454176530267
 	m	V	150	0.0101454176530267
 	E	k	149	0.0100777815353399
l	1	t	149	0.0100777815353399
 	@	b	149	0.0100777815353399
I	m	@	149	0.0100777815353399
 	m	Q	148	0.010010145417653
I	s	p	148	0.010010145417653
k	w	I	148	0.010010145417653
I	k	1	147	0.00994250929996618
 	d	i	146	0.00987487318227934
l	I	n	146	0.00987487318227934
d	I	N	146	0.00987487318227934
 	s	i	145	0.00980723706459249
v	l	I	145	0.00980723706459249
 	l	{	145	0.00980723706459249
k	Q	m	145	0.00980723706459249
k	j	U	145	0.00980723706459249
E	l	I	145	0.00980723706459249
s	I	s	144	0.00973960094690565
s	I	k	144	0.00973960094690565
r	1	S	143	0.0096719648292188
s	t	1	143	0.0096719648292188
s	E	l	143	0.0096719648292188
 	w	E	143	0.0096719648292188
v	@	R	142	0.00960432871153196
 	b	V	142	0.00960432871153196
r	@	b	142	0.00960432871153196
p	l	I	142	0.00960432871153196
1	n	 	142	0.00960432871153196
I	f	I	141	0.00953669259384511
n	s	@	141	0.00953669259384511
 	t	{	141	0.00953669259384511
 	h	#	141	0.00953669259384511
 	j	u	140	0.00946905647615827
{	N	k	140	0.00946905647615827
 	h	2	140	0.00946905647615827
k	t	@	140	0.00946905647615827
p	E	n	139	0.00940142035847142
j	9	r	139	0.00940142035847142
E	r	I	139	0.00940142035847142
k	I	N	139	0.00940142035847142
@	l	2	139	0.00940142035847142
Q	l	I	139	0.00940142035847142
#	s	t	138	0.00933378424078458
E	t	 	138	0.00933378424078458
p	l	1	138	0.00933378424078458
 	m	@	138	0.00933378424078458
k	s	t	137	0.00926614812309773
 	l	E	137	0.00926614812309773
 	s	n	136	0.00919851200541089
s	p	E	136	0.00919851200541089
l	E	k	135	0.00913087588772405
k	s	p	135	0.00913087588772405
 	k	$	135	0.00913087588772405
t	1	S	135	0.00913087588772405
5	l	d	134	0.0090632397700372
 	I	l	134	0.0090632397700372
@	s	I	133	0.00899560365235036
5	n	 	133	0.00899560365235036
_	@	n	133	0.00899560365235036
k	1	S	132	0.00892796753466351
j	u	n	132	0.00892796753466351
1	t	@	132	0.00892796753466351
E	t	I	132	0.00892796753466351
1	t	I	132	0.00892796753466351
E	n	S	131	0.00886033141697667
J	@	R	131	0.00886033141697667
$	t	@	131	0.00886033141697667
m	@	t	130	0.00879269529928982
 	l	2	130	0.00879269529928982
I	v	l	130	0.00879269529928982
@	n	d	130	0.00879269529928982
n	@	r	130	0.00879269529928982
r	1	n	129	0.00872505918160298
m	@	r	129	0.00872505918160298
 	p	#	128	0.00865742306391613
E	d	 	128	0.00865742306391613
n	@	t	128	0.00865742306391613
n	@	R	127	0.00858978694622929
k	j	u	127	0.00858978694622929
{	t	@	127	0.00858978694622929
I	n	f	126	0.00852215082854244
s	I	m	125	0.0084545147108556
r	7	n	125	0.0084545147108556
s	I	N	125	0.0084545147108556
p	I	t	125	0.0084545147108556
 	p	3	124	0.00838687859316875
1	d	 	124	0.00838687859316875
1	l	 	124	0.00838687859316875
k	s	I	123	0.00831924247548191
l	2	z	123	0.00831924247548191
n	j	u	123	0.00831924247548191
N	k	 	123	0.00831924247548191
2	n	d	123	0.00831924247548191
s	t	{	122	0.00825160635779506
d	P	 	122	0.00825160635779506
$	l	 	122	0.00825160635779506
{	n	I	122	0.00825160635779506
 	t	I	121	0.00818397024010822
@	_	I	121	0.00818397024010822
 	g	l	121	0.00818397024010822
v	@	r	121	0.00818397024010822
I	f	2	121	0.00818397024010822
t	I	l	121	0.00818397024010822
I	m	I	120	0.00811633412242137
k	l	I	120	0.00811633412242137
{	n	s	120	0.00811633412242137
r	I	z	120	0.00811633412242137
t	@	l	119	0.00804869800473453
 	w	$	119	0.00804869800473453
l	@	_	119	0.00804869800473453
I	n	1	118	0.00798106188704768
E	l	f	118	0.00798106188704768
t	@	m	118	0.00798106188704768
@	b	I	118	0.00798106188704768
 	d	2	117	0.00791342576936084
@	s	t	117	0.00791342576936084
 	r	1	117	0.00791342576936084
I	d	l	117	0.00791342576936084
k	I	t	117	0.00791342576936084
E	d	I	117	0.00791342576936084
V	m	p	116	0.00784578965167399
 	6	t	116	0.00784578965167399
{	m	p	116	0.00784578965167399
Q	k	s	116	0.00784578965167399
 	d	V	116	0.00784578965167399
 	v	I	115	0.00777815353398715
s	2	d	115	0.00777815353398715
 	b	E	115	0.00777815353398715
l	@	s	115	0.00777815353398715
 	h	Q	115	0.00777815353398715
5	l	 	114	0.0077105174163003
Q	m	I	114	0.0077105174163003
l	j	@	114	0.0077105174163003
 	m	#	114	0.0077105174163003
Q	n	t	114	0.0077105174163003
m	p	@	114	0.0077105174163003
k	{	n	113	0.00764288129861346
k	I	 	113	0.00764288129861346
r	7	l	113	0.00764288129861346
E	n	I	112	0.00757524518092661
r	E	d	112	0.00757524518092661
U	l	I	112	0.00757524518092661
 	p	V	112	0.00757524518092661
g	r	{	112	0.00757524518092661
Q	t	 	112	0.00757524518092661
r	I	f	112	0.00757524518092661
{	n	 	112	0.00757524518092661
p	r	5	112	0.00757524518092661
 	g	{	111	0.00750760906323977
h	{	n	111	0.00750760906323977
j	u	m	111	0.00750760906323977
S	@	n	111	0.00750760906323977
 	w	Q	110	0.00743997294555293
r	E	k	110	0.00743997294555293
 	s	Q	110	0.00743997294555293
d	@	r	110	0.00743997294555293
 	b	Q	110	0.00743997294555293
i	z	 	110	0.00743997294555293
Q	n	s	110	0.00743997294555293
n	@	n	110	0.00743997294555293
 	s	3	109	0.00737233682786608
I	l	 	109	0.00737233682786608
l	2	t	109	0.00737233682786608
 	n	Q	109	0.00737233682786608
k	@	r	109	0.00737233682786608
m	I	l	108	0.00730470071017924
 	r	V	108	0.00730470071017924
{	k	s	108	0.00730470071017924
 	f	{	108	0.00730470071017924
j	u	 	108	0.00730470071017924
6	n	t	108	0.00730470071017924
E	s	 	107	0.00723706459249239
u	t	 	107	0.00723706459249239
i	t	 	107	0.00723706459249239
r	E	n	107	0.00723706459249239
l	1	S	107	0.00723706459249239
I	d	@	107	0.00723706459249239
 	h	V	106	0.00716942847480555
 	@	s	106	0.00716942847480555
p	r	i	106	0.00716942847480555
t	{	n	106	0.00716942847480555
8	r	7	106	0.00716942847480555
 	r	5	106	0.00716942847480555
 	p	1	105	0.0071017923571187
{	N	g	105	0.0071017923571187
h	E	d	105	0.0071017923571187
s	I	d	105	0.0071017923571187
V	p	 	105	0.0071017923571187
E	s	I	104	0.00703415623943186
k	r	{	104	0.00703415623943186
w	E	l	104	0.00703415623943186
$	d	 	104	0.00703415623943186
m	I	t	104	0.00703415623943186
s	p	I	104	0.00703415623943186
 	t	2	104	0.00703415623943186
{	l	I	104	0.00703415623943186
p	I	k	103	0.00696652012174501
n	I	t	103	0.00696652012174501
Q	s	t	103	0.00696652012174501
@	m	I	103	0.00696652012174501
 	@	p	103	0.00696652012174501
E	l	@	103	0.00696652012174501
s	I	l	103	0.00696652012174501
t	r	V	103	0.00696652012174501
s	t	E	103	0.00696652012174501
g	@	n	102	0.00689888400405817
 	k	#	102	0.00689888400405817
z	1	S	102	0.00689888400405817
 	@	k	102	0.00689888400405817
b	{	k	102	0.00689888400405817
m	I	k	102	0.00689888400405817
r	I	l	102	0.00689888400405817
6	t	 	101	0.00683124788637132
{	s	t	101	0.00683124788637132
m	j	u	101	0.00683124788637132
2	z	1	100	0.00676361176868448
@	m	p	100	0.00676361176868448
d	I	f	100	0.00676361176868448
p	t	I	99	0.00669597565099763
r	2	t	99	0.00669597565099763
s	E	k	99	0.00669597565099763
U	l	1	99	0.00669597565099763
j	u	z	99	0.00669597565099763
b	r	1	99	0.00669597565099763
5	s	t	99	0.00669597565099763
s	I	t	99	0.00669597565099763
 	d	Q	99	0.00669597565099763
s	k	I	99	0.00669597565099763
 	_	E	99	0.00669597565099763
m	p	l	98	0.00662833953331079
1	k	 	98	0.00662833953331079
Q	n	 	98	0.00662833953331079
S	I	p	98	0.00662833953331079
l	I	m	98	0.00662833953331079
Q	k	 	98	0.00662833953331079
 	s	u	98	0.00662833953331079
s	@	t	98	0.00662833953331079
n	I	N	98	0.00662833953331079
n	1	S	98	0.00662833953331079
r	I	_	98	0.00662833953331079
d	j	u	98	0.00662833953331079
 	h	I	98	0.00662833953331079
E	l	 	98	0.00662833953331079
 	p	5	97	0.00656070341562394
 	p	i	97	0.00656070341562394
g	r	1	97	0.00656070341562394
t	I	f	96	0.0064930672979371
 	l	Q	96	0.0064930672979371
p	@	s	96	0.0064930672979371
t	n	I	96	0.0064930672979371
1	s	 	96	0.0064930672979371
{	n	@	95	0.00642543118025025
b	I	t	95	0.00642543118025025
_	I	 	95	0.00642543118025025
r	Q	s	95	0.00642543118025025
V	N	k	95	0.00642543118025025
l	{	n	95	0.00642543118025025
#	R	 	94	0.00635779506256341
r	@	p	94	0.00635779506256341
 	m	2	94	0.00635779506256341
I	s	@	94	0.00635779506256341
l	5	 	94	0.00635779506256341
d	I	t	94	0.00635779506256341
m	p	 	94	0.00635779506256341
I	S	@	94	0.00635779506256341
s	p	r	94	0.00635779506256341
 	I	r	93	0.00629015894487656
 	b	2	93	0.00629015894487656
m	@	R	93	0.00629015894487656
Q	p	@	93	0.00629015894487656
t	s	 	93	0.00629015894487656
m	{	t	93	0.00629015894487656
r	I	d	93	0.00629015894487656
V	n	t	93	0.00629015894487656
n	t	E	93	0.00629015894487656
Q	m	p	93	0.00629015894487656
I	N	g	93	0.00629015894487656
l	t	 	93	0.00629015894487656
w	$	t	93	0.00629015894487656
 	h	5	93	0.00629015894487656
w	I	n	92	0.00622252282718972
f	I	l	92	0.00622252282718972
k	I	n	92	0.00622252282718972
Q	n	I	92	0.00622252282718972
#	t	I	92	0.00622252282718972
2	l	 	92	0.00622252282718972
E	m	p	92	0.00622252282718972
 	@	d	92	0.00622252282718972
@	l	@	91	0.00615488670950287
t	I	m	91	0.00615488670950287
d	j	@	91	0.00615488670950287
Q	n	d	91	0.00615488670950287
2	@	R	91	0.00615488670950287
h	5	l	91	0.00615488670950287
 	m	5	91	0.00615488670950287
7	r	7	91	0.00615488670950287
I	z	 	91	0.00615488670950287
p	{	n	90	0.00608725059181603
v	@	l	90	0.00608725059181603
f	$	m	90	0.00608725059181603
k	1	t	90	0.00608725059181603
f	I	S	90	0.00608725059181603
I	v	I	90	0.00608725059181603
p	$	t	90	0.00608725059181603
n	@	s	90	0.00608725059181603
p	{	r	90	0.00608725059181603
l	2	n	90	0.00608725059181603
{	p	 	90	0.00608725059181603
{	r	I	90	0.00608725059181603
E	m	I	90	0.00608725059181603
I	v	@	89	0.00601961447412919
I	k	t	89	0.00601961447412919
 	f	2	89	0.00601961447412919
 	k	6	89	0.00601961447412919
Q	r	I	89	0.00601961447412919
@	r	E	89	0.00601961447412919
S	H	@	89	0.00601961447412919
I	g	@	89	0.00601961447412919
b	@	r	89	0.00601961447412919
 	h	$	89	0.00601961447412919
_	I	k	89	0.00601961447412919
s	@	l	89	0.00601961447412919
 	s	5	88	0.00595197835644234
i	d	 	88	0.00595197835644234
2	@	r	88	0.00595197835644234
p	E	k	88	0.00595197835644234
$	r	7	88	0.00595197835644234
@	p	r	88	0.00595197835644234
w	3	k	88	0.00595197835644234
@	t	@	87	0.0058843422387555
 	s	1	87	0.0058843422387555
t	r	E	87	0.0058843422387555
 	s	m	87	0.0058843422387555
h	6	s	87	0.0058843422387555
Q	p	 	86	0.00581670612106865
n	l	I	86	0.00581670612106865
t	1	t	86	0.00581670612106865
5	t	 	86	0.00581670612106865
 	r	2	86	0.00581670612106865
E	k	S	86	0.00581670612106865
{	m	b	86	0.00581670612106865
r	I	g	86	0.00581670612106865
 	I	g	86	0.00581670612106865
{	t	 	86	0.00581670612106865
I	l	E	86	0.00581670612106865
E	n	@	86	0.00581670612106865
 	w	3	85	0.00574907000338181
g	P	 	85	0.00574907000338181
_	E	n	85	0.00574907000338181
@	n	@	85	0.00574907000338181
 	k	I	85	0.00574907000338181
I	k	w	85	0.00574907000338181
k	r	Q	85	0.00574907000338181
 	m	1	85	0.00574907000338181
r	I	v	85	0.00574907000338181
r	@	f	85	0.00574907000338181
V	n	I	85	0.00574907000338181
 	l	5	85	0.00574907000338181
 	n	j	85	0.00574907000338181
t	f	U	84	0.00568143388569496
k	r	i	84	0.00568143388569496
 	n	2	84	0.00568143388569496
I	g	z	84	0.00568143388569496
I	n	_	84	0.00568143388569496
t	r	5	84	0.00568143388569496
m	I	 	84	0.00568143388569496
l	{	k	83	0.00561379776800812
 	l	i	83	0.00561379776800812
d	I	l	83	0.00561379776800812
I	r	I	83	0.00561379776800812
j	@	s	83	0.00561379776800812
b	r	I	83	0.00561379776800812
I	s	l	83	0.00561379776800812
s	k	w	83	0.00561379776800812
E	r	@	83	0.00561379776800812
E	v	@	83	0.00561379776800812
v	@	n	82	0.00554616165032127
 	t	Q	82	0.00554616165032127
 	w	1	82	0.00554616165032127
r	6	n	82	0.00554616165032127
s	p	l	82	0.00554616165032127
f	j	u	82	0.00554616165032127
 	w	2	82	0.00554616165032127
l	I	p	82	0.00554616165032127
l	@	r	82	0.00554616165032127
t	r	2	82	0.00554616165032127
 	v	E	82	0.00554616165032127
r	2	z	82	0.00554616165032127
d	I	n	81	0.00547852553263443
s	E	p	81	0.00547852553263443
n	1	t	81	0.00547852553263443
f	t	 	81	0.00547852553263443
w	@	d	81	0.00547852553263443
H	t	 	81	0.00547852553263443
 	_	I	81	0.00547852553263443
 	E	n	81	0.00547852553263443
E	t	@	81	0.00547852553263443
@	r	2	81	0.00547852553263443
g	@	R	81	0.00547852553263443
V	m	b	81	0.00547852553263443
r	7	s	80	0.00541088941494758
 	n	5	80	0.00541088941494758
 	r	u	80	0.00541088941494758
k	l	{	80	0.00541088941494758
k	6	n	80	0.00541088941494758
Q	r	@	80	0.00541088941494758
m	b	@	80	0.00541088941494758
u	d	 	80	0.00541088941494758
s	@	r	80	0.00541088941494758
r	{	m	80	0.00541088941494758
b	$	d	80	0.00541088941494758
 	f	1	80	0.00541088941494758
p	@	n	80	0.00541088941494758
$	n	 	79	0.00534325329726074
w	1	 	79	0.00534325329726074
@	f	I	79	0.00534325329726074
{	m	@	79	0.00534325329726074
1	S	@	79	0.00534325329726074
v	E	n	79	0.00534325329726074
$	t	 	79	0.00534325329726074
p	I	n	79	0.00534325329726074
n	@	l	79	0.00534325329726074
 	m	i	79	0.00534325329726074
f	2	 	79	0.00534325329726074
I	t	j	79	0.00534325329726074
 	{	k	78	0.00527561717957389
 	V	p	78	0.00527561717957389
k	V	l	78	0.00527561717957389
S	P	 	78	0.00527561717957389
l	I	z	78	0.00527561717957389
r	@	R	78	0.00527561717957389
E	k	@	78	0.00527561717957389
j	u	d	78	0.00527561717957389
I	z	I	78	0.00527561717957389
n	S	@	77	0.00520798106188705
@	z	 	77	0.00520798106188705
t	@	s	77	0.00520798106188705
n	s	E	77	0.00520798106188705
k	w	Q	77	0.00520798106188705
@	n	P	77	0.00520798106188705
 	n	I	77	0.00520798106188705
t	2	m	77	0.00520798106188705
I	k	j	77	0.00520798106188705
d	I	S	77	0.00520798106188705
2	t	I	76	0.0051403449442002
f	r	i	76	0.0051403449442002
n	I	f	76	0.0051403449442002
b	@	R	76	0.0051403449442002
#	f	t	76	0.0051403449442002
7	l	 	76	0.0051403449442002
d	z	 	76	0.0051403449442002
j	@	 	76	0.0051403449442002
m	2	n	76	0.0051403449442002
 	p	$	76	0.0051403449442002
t	5	n	76	0.0051403449442002
d	n	I	76	0.0051403449442002
 	f	E	76	0.0051403449442002
@	l	1	75	0.00507270882651336
 	T	r	75	0.00507270882651336
 	l	V	75	0.00507270882651336
@	m	@	75	0.00507270882651336
 	d	{	75	0.00507270882651336
t	3	n	75	0.00507270882651336
g	r	I	75	0.00507270882651336
 	t	i	75	0.00507270882651336
r	E	t	75	0.00507270882651336
E	p	t	74	0.00500507270882651
I	n	v	74	0.00500507270882651
u	n	 	74	0.00500507270882651
7	s	 	74	0.00500507270882651
p	I	 	74	0.00500507270882651
n	I	S	74	0.00500507270882651
I	t	1	74	0.00500507270882651
l	t	I	74	0.00500507270882651
p	r	2	74	0.00500507270882651
d	I	p	74	0.00500507270882651
n	_	@	74	0.00500507270882651
g	r	@	73	0.00493743659113967
n	I	m	73	0.00493743659113967
r	{	t	73	0.00493743659113967
m	p	r	73	0.00493743659113967
f	2	@	73	0.00493743659113967
 	b	#	73	0.00493743659113967
 	g	V	73	0.00493743659113967
s	t	Q	72	0.00486980047345282
s	t	5	72	0.00486980047345282
 	b	i	72	0.00486980047345282
$	l	t	72	0.00486980047345282
 	b	U	72	0.00486980047345282
s	u	p	72	0.00486980047345282
r	5	 	72	0.00486980047345282
@	d	I	72	0.00486980047345282
d	6	n	72	0.00486980047345282
V	n	s	72	0.00486980047345282
r	i	n	72	0.00486980047345282
#	d	 	72	0.00486980047345282
V	l	t	72	0.00486980047345282
 	{	l	72	0.00486980047345282
f	@	r	71	0.00480216435576598
Q	_	I	71	0.00480216435576598
p	t	 	71	0.00480216435576598
I	m	b	71	0.00480216435576598
v	@	t	71	0.00480216435576598
r	5	l	71	0.00480216435576598
d	@	m	71	0.00480216435576598
 	n	E	71	0.00480216435576598
k	w	@	71	0.00480216435576598
f	l	{	71	0.00480216435576598
p	I	N	71	0.00480216435576598
D	@	R	71	0.00480216435576598
r	1	d	71	0.00480216435576598
9	r	I	71	0.00480216435576598
n	2	t	70	0.00473452823807913
{	s	I	70	0.00473452823807913
l	{	t	70	0.00473452823807913
m	Q	n	70	0.00473452823807913
5	l	I	70	0.00473452823807913
s	t	$	70	0.00473452823807913
m	l	I	70	0.00473452823807913
p	P	 	70	0.00473452823807913
2	@	n	70	0.00473452823807913
r	V	n	70	0.00473452823807913
@	n	2	70	0.00473452823807913
m	@	s	70	0.00473452823807913
v	P	 	69	0.00466689212039229
 	t	3	69	0.00466689212039229
r	i	m	69	0.00466689212039229
6	s	 	69	0.00466689212039229
I	t	r	69	0.00466689212039229
I	_	@	69	0.00466689212039229
{	m	 	69	0.00466689212039229
 	m	$	69	0.00466689212039229
2	m	 	69	0.00466689212039229
l	Q	k	69	0.00466689212039229
_	I	n	69	0.00466689212039229
8	r	I	69	0.00466689212039229
s	P	 	69	0.00466689212039229
7	l	I	69	0.00466689212039229
r	i	d	69	0.00466689212039229
 	b	1	69	0.00466689212039229
f	l	I	69	0.00466689212039229
@	l	u	69	0.00466689212039229
g	r	i	69	0.00466689212039229
r	#	f	69	0.00466689212039229
l	#	s	68	0.00459925600270544
 	{	m	68	0.00459925600270544
l	t	@	68	0.00459925600270544
 	f	@	68	0.00459925600270544
r	{	p	68	0.00459925600270544
t	5	 	68	0.00459925600270544
i	k	 	68	0.00459925600270544
i	l	 	68	0.00459925600270544
I	p	I	68	0.00459925600270544
p	Q	n	67	0.0045316198850186
t	I	t	67	0.0045316198850186
Q	n	@	67	0.0045316198850186
r	I	S	67	0.0045316198850186
k	V	m	67	0.0045316198850186
s	@	R	67	0.0045316198850186
1	s	t	67	0.0045316198850186
s	I	z	67	0.0045316198850186
r	I	b	67	0.0045316198850186
d	I	m	67	0.0045316198850186
I	d	I	67	0.0045316198850186
i	d	I	67	0.0045316198850186
s	k	@	67	0.0045316198850186
6	n	 	67	0.0045316198850186
3	k	 	67	0.0045316198850186
