Phon1	Phon2	Phon3	Count	Phon1Phon2 Count	Prob(Phon3|Phon1Phon2)
2	l	f	1	222	0.0045045045045045
2	z	5	2	444	0.0045045045045045
V	k	h	1	222	0.0045045045045045
2	z	f	2	444	0.0045045045045045
s	l	3	3	666	0.0045045045045045
I	N	I	8	1776	0.0045045045045045
2	l	$	1	222	0.0045045045045045
2	l	n	1	222	0.0045045045045045
2	z	k	2	444	0.0045045045045045
I	N	t	8	1776	0.0045045045045045
2	l	i	1	222	0.0045045045045045
2	l	V	1	222	0.0045045045045045
m	Q	_	1	223	0.00448430493273543
p	1	Q	1	223	0.00448430493273543
p	1	r	1	223	0.00448430493273543
p	1	I	1	223	0.00448430493273543
p	1	z	1	223	0.00448430493273543
p	1	T	1	223	0.00448430493273543
p	1	i	1	223	0.00448430493273543
N	k	2	2	447	0.00447427293064877
N	k	{	2	447	0.00447427293064877
l	@	z	6	1343	0.00446760982874162
1	n	2	2	448	0.00446428571428571
1	n	g	2	448	0.00446428571428571
1	n	b	2	448	0.00446428571428571
1	n	i	2	448	0.00446428571428571
1	n	p	2	448	0.00446428571428571
1	n	S	2	448	0.00446428571428571
I	s	3	15	3362	0.00446162998215348
s	t	m	15	3367	0.00445500445500446
U	l	S	3	674	0.00445103857566766
U	l	m	3	674	0.00445103857566766
n	2	{	1	225	0.00444444444444444
 	V	S	3	675	0.00444444444444444
@	m	3	5	1126	0.0044404973357016
@	m	d	5	1126	0.0044404973357016
b	I	I	3	676	0.00443786982248521
m	I	Q	5	1132	0.00441696113074205
g	r	7	3	680	0.00441176470588235
g	r	4	3	680	0.00441176470588235
t	I	r	15	3407	0.00440270032286469
 	d	7	10	2278	0.00438981562774363
n	S	 	1	229	0.00436681222707424
n	S	p	1	229	0.00436681222707424
n	S	{	1	229	0.00436681222707424
n	S	i	1	229	0.00436681222707424
n	S	6	1	229	0.00436681222707424
n	S	E	1	229	0.00436681222707424
{	m	l	2	459	0.00435729847494553
{	m	k	2	459	0.00435729847494553
{	m	_	2	459	0.00435729847494553
{	m	5	2	459	0.00435729847494553
{	m	z	2	459	0.00435729847494553
{	m	r	2	459	0.00435729847494553
{	m	j	2	459	0.00435729847494553
{	m	E	2	459	0.00435729847494553
d	I	Q	9	2068	0.00435203094777563
r	I	5	14	3218	0.00435052827843381
p	5	_	1	230	0.00434782608695652
p	5	S	1	230	0.00434782608695652
p	5	f	1	230	0.00434782608695652
I	k	#	11	2534	0.00434096290449882
p	i	i	1	231	0.00432900432900433
p	i	r	1	231	0.00432900432900433
p	i	h	1	231	0.00432900432900433
p	i	g	1	231	0.00432900432900433
Q	l	i	2	463	0.00431965442764579
Q	l	{	2	463	0.00431965442764579
Q	l	#	2	463	0.00431965442764579
I	v	6	4	926	0.00431965442764579
g	l	7	1	232	0.00431034482758621
Q	k	l	2	464	0.00431034482758621
g	l	6	1	232	0.00431034482758621
Q	k	2	2	464	0.00431034482758621
Q	k	g	2	464	0.00431034482758621
Q	k	Q	2	464	0.00431034482758621
2	n	f	2	464	0.00431034482758621
2	n	T	2	464	0.00431034482758621
E	n	5	6	1396	0.00429799426934097
E	n	k	6	1396	0.00429799426934097
E	n	f	6	1396	0.00429799426934097
E	n	T	6	1396	0.00429799426934097
n	Q	S	1	233	0.00429184549356223
i	s	V	1	233	0.00429184549356223
i	s	s	1	233	0.00429184549356223
i	s	q	1	233	0.00429184549356223
i	s	1	1	233	0.00429184549356223
i	s	g	1	233	0.00429184549356223
i	s	5	1	233	0.00429184549356223
n	Q	z	1	233	0.00429184549356223
i	s	n	1	233	0.00429184549356223
 	k	8	15	3505	0.00427960057061341
n	@	z	4	938	0.00426439232409382
n	@	S	4	938	0.00426439232409382
{	g	u	1	235	0.00425531914893617
7	n	5	1	235	0.00425531914893617
2	@	z	2	470	0.00425531914893617
7	n	E	1	235	0.00425531914893617
j	U	{	2	470	0.00425531914893617
{	g	w	1	235	0.00425531914893617
{	g	b	1	235	0.00425531914893617
7	n	#	1	235	0.00425531914893617
{	g	#	1	235	0.00425531914893617
t	s	u	1	235	0.00425531914893617
t	s	_	1	235	0.00425531914893617
j	U	Q	2	470	0.00425531914893617
t	s	6	1	235	0.00425531914893617
t	s	3	1	235	0.00425531914893617
t	s	7	1	235	0.00425531914893617
{	g	5	1	235	0.00425531914893617
{	g	h	1	235	0.00425531914893617
7	n	d	1	235	0.00425531914893617
j	U	5	2	470	0.00425531914893617
t	s	n	1	235	0.00425531914893617
{	g	~	1	235	0.00425531914893617
t	s	Q	1	235	0.00425531914893617
{	g	E	1	235	0.00425531914893617
{	g	S	1	235	0.00425531914893617
7	n	S	1	235	0.00425531914893617
@	b	#	5	1178	0.00424448217317487
@	b	j	5	1178	0.00424448217317487
w	Q	N	1	237	0.00421940928270042
n	s	{	6	1422	0.00421940928270042
n	s	7	6	1422	0.00421940928270042
w	Q	_	1	237	0.00421940928270042
k	s	T	4	949	0.00421496311907271
k	s	g	4	949	0.00421496311907271
k	s	H	4	949	0.00421496311907271
6	t	S	1	238	0.00420168067226891
6	t	n	1	238	0.00420168067226891
6	t	Q	1	238	0.00420168067226891
6	t	_	1	238	0.00420168067226891
6	t	v	1	238	0.00420168067226891
6	t	t	1	238	0.00420168067226891
6	t	h	1	238	0.00420168067226891
I	n	z	12	2863	0.0041914076143905
m	5	T	1	240	0.00416666666666667
I	s	P	14	3362	0.00416418798334325
I	s	b	14	3362	0.00416418798334325
v	I	8	2	484	0.00413223140495868
u	n	P	1	242	0.00413223140495868
u	n	s	1	242	0.00413223140495868
t	1	z	2	484	0.00413223140495868
k	$	g	1	242	0.00413223140495868
v	I	E	2	484	0.00413223140495868
u	n	t	1	242	0.00413223140495868
k	$	Z	1	242	0.00413223140495868
u	n	S	1	242	0.00413223140495868
k	$	v	1	242	0.00413223140495868
t	1	v	2	484	0.00413223140495868
v	I	b	2	484	0.00413223140495868
v	I	f	2	484	0.00413223140495868
u	n	7	1	242	0.00413223140495868
v	I	5	2	484	0.00413223140495868
t	1	@	2	484	0.00413223140495868
u	n	m	1	242	0.00413223140495868
u	n	Q	1	242	0.00413223140495868
n	_	k	1	243	0.00411522633744856
1	d	Q	1	243	0.00411522633744856
n	_	s	1	243	0.00411522633744856
1	d	S	1	243	0.00411522633744856
 	$	z	1	243	0.00411522633744856
1	d	f	1	243	0.00411522633744856
n	_	n	1	243	0.00411522633744856
1	d	s	1	243	0.00411522633744856
1	d	n	1	243	0.00411522633744856
 	$	m	1	243	0.00411522633744856
1	d	V	1	243	0.00411522633744856
1	d	{	1	243	0.00411522633744856
1	d	w	1	243	0.00411522633744856
n	_	{	1	243	0.00411522633744856
n	_	u	1	243	0.00411522633744856
E	l	i	3	729	0.00411522633744856
E	l	_	3	729	0.00411522633744856
 	$	J	1	243	0.00411522633744856
E	l	1	3	729	0.00411522633744856
1	d	d	1	243	0.00411522633744856
1	t	b	4	975	0.0041025641025641
1	t	k	4	975	0.0041025641025641
1	t	n	4	975	0.0041025641025641
d	j	3	1	244	0.00409836065573771
@	n	7	14	3422	0.00409117475160725
b	P	t	3	734	0.00408719346049046
k	t	s	3	734	0.00408719346049046
b	P	w	3	734	0.00408719346049046
i	k	t	1	245	0.00408163265306122
E	t	t	2	490	0.00408163265306122
i	k	T	1	245	0.00408163265306122
i	k	b	1	245	0.00408163265306122
E	t	w	2	490	0.00408163265306122
i	k	#	1	245	0.00408163265306122
E	t	S	2	490	0.00408163265306122
i	k	3	1	245	0.00408163265306122
i	k	i	1	245	0.00408163265306122
i	k	$	1	245	0.00408163265306122
E	t	H	2	490	0.00408163265306122
i	k	d	1	245	0.00408163265306122
i	k	j	1	245	0.00408163265306122
E	t	p	2	490	0.00408163265306122
E	t	#	2	490	0.00408163265306122
i	k	V	1	245	0.00408163265306122
V	n	v	4	981	0.00407747196738022
t	P	p	1	247	0.00404858299595142
t	P	{	1	247	0.00404858299595142
t	P	h	1	247	0.00404858299595142
t	P	b	1	247	0.00404858299595142
_	I	h	2	495	0.00404040404040404
_	I	S	2	495	0.00404040404040404
V	p	d	1	248	0.00403225806451613
V	p	E	1	248	0.00403225806451613
V	p	H	1	248	0.00403225806451613
 	S	n	2	496	0.00403225806451613
E	s	f	3	744	0.00403225806451613
E	s	E	3	744	0.00403225806451613
 	S	m	2	496	0.00403225806451613
V	p	f	1	248	0.00403225806451613
 	S	 	2	496	0.00403225806451613
E	s	l	3	744	0.00403225806451613
E	s	n	3	744	0.00403225806451613
@	t	n	6	1489	0.00402955003357958
{	l	d	2	498	0.00401606425702811
{	l	2	2	498	0.00401606425702811
{	l	Q	2	498	0.00401606425702811
{	l	T	2	498	0.00401606425702811
{	l	#	2	498	0.00401606425702811
p	I	5	3	750	0.004
p	I	{	3	750	0.004
@	l	3	7	1756	0.00398633257403189
w	1	D	1	251	0.00398406374501992
w	1	w	1	251	0.00398406374501992
w	1	6	1	251	0.00398406374501992
w	1	m	1	251	0.00398406374501992
2	t	Q	2	503	0.00397614314115308
2	t	g	2	503	0.00397614314115308
2	t	5	2	503	0.00397614314115308
V	s	m	1	252	0.00396825396825397
V	s	f	1	252	0.00396825396825397
t	i	D	1	252	0.00396825396825397
t	i	T	1	252	0.00396825396825397
t	i	2	1	252	0.00396825396825397
I	r	u	1	252	0.00396825396825397
t	i	r	1	252	0.00396825396825397
V	s	J	1	252	0.00396825396825397
t	i	Z	1	252	0.00396825396825397
t	i	I	1	252	0.00396825396825397
V	s	H	1	252	0.00396825396825397
t	i	@	1	252	0.00396825396825397
V	s	q	1	252	0.00396825396825397
V	s	@	1	252	0.00396825396825397
r	2	1	2	505	0.00396039603960396
r	2	Q	2	505	0.00396039603960396
r	2	I	2	505	0.00396039603960396
w	E	f	1	253	0.00395256916996047
I	N	f	7	1776	0.00394144144144144
I	N	d	7	1776	0.00394144144144144
5	s	$	1	254	0.00393700787401575
1	k	J	1	254	0.00393700787401575
1	k	6	1	254	0.00393700787401575
1	k	T	1	254	0.00393700787401575
p	r	8	5	1270	0.00393700787401575
1	k	m	1	254	0.00393700787401575
5	s	6	1	254	0.00393700787401575
5	s	h	1	254	0.00393700787401575
1	k	5	1	254	0.00393700787401575
5	s	w	1	254	0.00393700787401575
5	s	g	1	254	0.00393700787401575
5	s	H	1	254	0.00393700787401575
k	Q	S	3	762	0.00393700787401575
5	s	V	1	254	0.00393700787401575
5	s	Q	1	254	0.00393700787401575
k	Q	_	3	762	0.00393700787401575
E	p	m	1	255	0.00392156862745098
E	p	#	1	255	0.00392156862745098
E	p	1	1	255	0.00392156862745098
E	p	f	1	255	0.00392156862745098
E	p	$	1	255	0.00392156862745098
E	p	d	1	255	0.00392156862745098
E	p	p	1	255	0.00392156862745098
E	p	b	1	255	0.00392156862745098
E	r	2	1	256	0.00390625
 	T	Q	1	256	0.00390625
m	1	v	1	256	0.00390625
m	1	h	1	256	0.00390625
 	T	1	1	256	0.00390625
 	T	j	1	256	0.00390625
m	1	b	1	256	0.00390625
m	1	m	1	256	0.00390625
m	1	@	1	256	0.00390625
m	1	f	1	256	0.00390625
E	r	Q	1	256	0.00390625
m	1	g	1	256	0.00390625
n	t	u	10	2569	0.00389256520046711
5	k	V	1	257	0.00389105058365759
5	k	d	1	257	0.00389105058365759
5	k	2	1	257	0.00389105058365759
5	k	$	1	257	0.00389105058365759
 	p	u	12	3089	0.00388475234703788
I	g	h	2	515	0.00388349514563107
k	{	_	2	515	0.00388349514563107
k	{	N	2	515	0.00388349514563107
I	g	$	2	515	0.00388349514563107
I	g	8	2	515	0.00388349514563107
I	g	t	2	515	0.00388349514563107
5	l	7	2	517	0.00386847195357834
I	s	J	13	3362	0.00386674598453302
8	r	#	1	259	0.00386100386100386
8	r	4	1	259	0.00386100386100386
s	t	u	13	3367	0.00386100386100386
8	r	6	1	259	0.00386100386100386
m	@	h	5	1296	0.00385802469135802
r	i	$	3	778	0.0038560411311054
I	l	#	5	1301	0.00384319754035357
I	l	T	5	1301	0.00384319754035357
I	n	V	11	2863	0.00384212364652462
t	r	6	6	1562	0.00384122919334187
 	{	T	3	786	0.00381679389312977
I	m	7	4	1048	0.00381679389312977
@	n	m	13	3422	0.0037989479836353
h	{	_	1	264	0.00378787878787879
h	{	f	1	264	0.00378787878787879
t	E	v	2	529	0.00378071833648393
t	E	D	2	529	0.00378071833648393
t	E	f	2	529	0.00378071833648393
t	E	J	2	529	0.00378071833648393
{	k	Q	3	794	0.00377833753148615
{	k	p	3	794	0.00377833753148615
m	p	n	3	803	0.0037359900373599
m	p	U	3	803	0.0037359900373599
5	v	p	1	268	0.00373134328358209
S	I	i	1	268	0.00373134328358209
5	v	5	1	268	0.00373134328358209
S	I	w	1	268	0.00373134328358209
S	I	Q	1	268	0.00373134328358209
p	t	b	1	268	0.00373134328358209
p	t	s	1	268	0.00373134328358209
S	I	$	1	268	0.00373134328358209
S	I	k	1	268	0.00373134328358209
5	v	7	1	268	0.00373134328358209
S	I	@	1	268	0.00373134328358209
5	v	8	1	268	0.00373134328358209
p	t	{	1	268	0.00373134328358209
l	@	g	5	1343	0.00372300819061802
 	s	7	17	4571	0.00371909866549989
N	g	3	1	269	0.00371747211895911
N	g	V	1	269	0.00371747211895911
 	j	8	1	269	0.00371747211895911
N	g	{	1	269	0.00371747211895911
N	g	u	1	269	0.00371747211895911
 	j	@	1	269	0.00371747211895911
N	g	6	1	269	0.00371747211895911
 	j	U	1	269	0.00371747211895911
N	g	4	1	269	0.00371747211895911
N	g	I	1	269	0.00371747211895911
f	2	{	1	270	0.0037037037037037
f	2	z	1	270	0.0037037037037037
{	t	#	2	541	0.00369685767097967
{	t	b	2	541	0.00369685767097967
{	t	h	2	541	0.00369685767097967
{	t	u	2	541	0.00369685767097967
{	t	w	2	541	0.00369685767097967
{	t	2	2	541	0.00369685767097967
s	@	S	3	812	0.00369458128078818
s	@	z	3	812	0.00369458128078818
@	s	{	5	1354	0.00369276218611521
J	@	p	1	271	0.003690036900369
r	Q	S	2	542	0.003690036900369
r	Q	J	2	542	0.003690036900369
t	5	h	1	271	0.003690036900369
J	@	g	1	271	0.003690036900369
l	u	l	1	271	0.003690036900369
J	@	S	1	271	0.003690036900369
l	u	$	1	271	0.003690036900369
t	5	r	1	271	0.003690036900369
J	@	 	1	271	0.003690036900369
J	@	v	1	271	0.003690036900369
k	w	U	2	544	0.00367647058823529
b	r	U	2	545	0.0036697247706422
b	r	9	2	545	0.0036697247706422
@	r	4	7	1908	0.00366876310272537
h	E	D	1	273	0.00366300366300366
l	I	l	17	4653	0.00365355684504621
j	u	v	4	1095	0.00365296803652968
j	u	5	4	1095	0.00365296803652968
#	t	2	1	276	0.0036231884057971
#	t	j	1	276	0.0036231884057971
#	t	{	1	276	0.0036231884057971
#	t	d	1	276	0.0036231884057971
$	d	#	1	277	0.0036101083032491
$	d	d	1	277	0.0036101083032491
@	f	4	1	277	0.0036101083032491
@	f	 	1	277	0.0036101083032491
$	d	E	1	277	0.0036101083032491
$	d	V	1	277	0.0036101083032491
$	d	u	1	277	0.0036101083032491
$	d	w	1	277	0.0036101083032491
$	d	b	1	277	0.0036101083032491
$	d	f	1	277	0.0036101083032491
$	d	2	1	277	0.0036101083032491
@	d	w	2	556	0.00359712230215827
@	d	f	2	556	0.00359712230215827
E	n	P	5	1396	0.00358166189111748
E	n	p	5	1396	0.00358166189111748
d	l	i	1	281	0.00355871886120996
d	l	6	1	281	0.00355871886120996
d	l	E	1	281	0.00355871886120996
d	l	{	1	281	0.00355871886120996
I	k	J	9	2534	0.00355169692186267
m	I	{	4	1132	0.00353356890459364
 	I	z	8	2271	0.00352267723469837
k	r	9	3	853	0.00351699882766706
n	s	$	5	1422	0.00351617440225035
 	d	w	8	2278	0.00351185250219491
I	b	4	1	285	0.00350877192982456
I	b	z	1	285	0.00350877192982456
I	b	n	1	285	0.00350877192982456
j	9	 	1	285	0.00350877192982456
I	b	s	1	285	0.00350877192982456
j	9	z	1	285	0.00350877192982456
@	n	g	12	3422	0.00350672121566335
@	n	u	12	3422	0.00350672121566335
@	n	V	12	3422	0.00350672121566335
@	n	j	12	3422	0.00350672121566335
@	n	z	12	3422	0.00350672121566335
k	l	3	2	571	0.00350262697022767
p	@	h	3	857	0.00350058343057176
1	l	v	1	286	0.0034965034965035
1	l	g	1	286	0.0034965034965035
1	l	t	1	286	0.0034965034965035
1	l	Q	1	286	0.0034965034965035
1	l	1	1	286	0.0034965034965035
1	l	$	1	286	0.0034965034965035
I	n	b	10	2863	0.00349283967865875
I	n	r	10	2863	0.00349283967865875
 	r	4	7	2005	0.00349127182044888
n	d	S	6	1722	0.00348432055749129
n	d	t	6	1722	0.00348432055749129
s	V	v	1	288	0.00347222222222222
n	f	4	1	291	0.00343642611683849
l	1	Z	2	583	0.00343053173241852
l	1	Q	2	583	0.00343053173241852
l	1	{	2	583	0.00343053173241852
d	@	v	3	878	0.00341685649202733
i	d	T	1	293	0.00341296928327645
i	d	{	1	293	0.00341296928327645
k	@	w	6	1758	0.00341296928327645
l	{	D	2	586	0.00341296928327645
i	d	n	1	293	0.00341296928327645
i	d	p	1	293	0.00341296928327645
i	d	u	1	293	0.00341296928327645
i	d	6	1	293	0.00341296928327645
i	d	Q	1	293	0.00341296928327645
i	d	m	1	293	0.00341296928327645
k	@	h	6	1758	0.00341296928327645
i	d	7	1	293	0.00341296928327645
@	b	 	4	1178	0.0033955857385399
@	b	v	4	1178	0.0033955857385399
l	2	p	2	589	0.0033955857385399
l	2	5	2	589	0.0033955857385399
I	N	n	6	1776	0.00337837837837838
5	t	p	1	299	0.00334448160535117
5	t	j	1	299	0.00334448160535117
5	t	k	1	299	0.00334448160535117
5	t	w	1	299	0.00334448160535117
5	t	b	1	299	0.00334448160535117
5	t	8	1	299	0.00334448160535117
5	t	n	1	299	0.00334448160535117
I	t	#	5	1500	0.00333333333333333
1	s	2	1	300	0.00333333333333333
1	s	p	1	300	0.00333333333333333
n	k	I	1	300	0.00333333333333333
1	s	v	1	300	0.00333333333333333
n	k	8	1	300	0.00333333333333333
n	1	T	1	300	0.00333333333333333
n	k	U	1	300	0.00333333333333333
1	s	u	1	300	0.00333333333333333
V	l	l	1	300	0.00333333333333333
I	t	Q	5	1500	0.00333333333333333
1	s	r	1	300	0.00333333333333333
1	s	Q	1	300	0.00333333333333333
1	s	j	1	300	0.00333333333333333
E	k	I	3	902	0.00332594235033259
i	t	u	1	301	0.00332225913621262
i	t	Q	1	301	0.00332225913621262
i	t	6	1	301	0.00332225913621262
i	t	$	1	301	0.00332225913621262
i	t	d	1	301	0.00332225913621262
i	t	k	1	301	0.00332225913621262
i	t	#	1	301	0.00332225913621262
i	t	h	1	301	0.00332225913621262
i	t	V	1	301	0.00332225913621262
i	t	2	1	301	0.00332225913621262
t	2	Q	1	306	0.00326797385620915
t	2	D	1	306	0.00326797385620915
I	f	6	2	612	0.00326797385620915
I	f	8	2	612	0.00326797385620915
t	2	V	1	306	0.00326797385620915
I	f	n	2	612	0.00326797385620915
t	2	v	1	306	0.00326797385620915
s	t	w	11	3367	0.00326700326700327
s	t	P	11	3367	0.00326700326700327
{	N	t	1	308	0.00324675324675325
{	N	Q	1	308	0.00324675324675325
{	N	m	1	308	0.00324675324675325
{	N	p	1	308	0.00324675324675325
{	N	6	1	308	0.00324675324675325
{	N	n	1	308	0.00324675324675325
{	N	5	1	308	0.00324675324675325
{	N	z	1	308	0.00324675324675325
{	N	d	1	308	0.00324675324675325
{	N	h	1	308	0.00324675324675325
{	N	V	1	308	0.00324675324675325
{	N	w	1	308	0.00324675324675325
Q	s	5	1	309	0.00323624595469256
Q	s	T	1	309	0.00323624595469256
Q	s	1	1	309	0.00323624595469256
Q	s	V	1	309	0.00323624595469256
Q	s	2	1	309	0.00323624595469256
Q	s	n	1	309	0.00323624595469256
s	i	h	1	311	0.00321543408360129
k	5	g	1	311	0.00321543408360129
k	5	f	1	311	0.00321543408360129
s	i	5	1	311	0.00321543408360129
k	5	#	1	311	0.00321543408360129
s	i	E	1	311	0.00321543408360129
s	i	D	1	311	0.00321543408360129
k	5	1	1	311	0.00321543408360129
s	i	i	1	311	0.00321543408360129
k	5	w	1	311	0.00321543408360129
s	i	T	1	311	0.00321543408360129
s	i	Z	1	311	0.00321543408360129
@	n	4	11	3422	0.00321449444769141
#	s	5	1	312	0.00320512820512821
#	s	1	1	312	0.00320512820512821
#	s	E	1	312	0.00320512820512821
#	s	#	1	312	0.00320512820512821
 	@	J	3	936	0.00320512820512821
#	s	b	1	312	0.00320512820512821
#	s	m	1	312	0.00320512820512821
t	r	4	5	1562	0.00320102432778489
{	r	j	1	313	0.00319488817891374
b	l	8	2	627	0.00318979266347687
b	l	6	2	627	0.00318979266347687
l	t	Q	1	314	0.00318471337579618
l	t	H	1	314	0.00318471337579618
l	t	8	1	314	0.00318471337579618
l	t	i	1	314	0.00318471337579618
l	t	7	1	314	0.00318471337579618
l	t	V	1	314	0.00318471337579618
 	b	7	7	2203	0.00317748524738992
 	l	j	4	1262	0.00316957210776545
 	l	9	4	1262	0.00316957210776545
 	l	7	4	1262	0.00316957210776545
 	5	j	1	316	0.00316455696202532
 	5	T	1	316	0.00316455696202532
 	5	s	1	316	0.00316455696202532
I	z	$	2	632	0.00316455696202532
 	5	h	1	316	0.00316455696202532
k	s	{	3	949	0.00316122233930453
k	s	l	3	949	0.00316122233930453
k	s	s	3	949	0.00316122233930453
t	@	S	7	2216	0.00315884476534296
p	r	V	4	1270	0.0031496062992126
Q	t	r	1	318	0.00314465408805031
Q	t	n	1	318	0.00314465408805031
Q	t	j	1	318	0.00314465408805031
Q	t	{	1	318	0.00314465408805031
I	n	p	9	2863	0.00314355571079287
I	S	b	2	637	0.00313971742543171
I	S	k	2	637	0.00313971742543171
{	n	v	4	1276	0.00313479623824451
{	n	i	4	1276	0.00313479623824451
{	n	w	4	1276	0.00313479623824451
f	@	z	1	319	0.00313479623824451
r	5	r	2	640	0.003125
r	5	Z	2	640	0.003125
p	l	3	2	641	0.0031201248049922
p	l	7	2	641	0.0031201248049922
n	t	$	8	2569	0.00311405216037369
l	d	S	1	322	0.0031055900621118
l	d	$	1	322	0.0031055900621118
l	d	z	1	322	0.0031055900621118
l	d	Q	1	322	0.0031055900621118
l	d	{	1	322	0.0031055900621118
s	n	6	1	323	0.00309597523219814
k	I	2	2	647	0.00309119010819165
k	I	v	2	647	0.00309119010819165
k	I	I	2	647	0.00309119010819165
k	I	Q	2	647	0.00309119010819165
k	I	f	2	647	0.00309119010819165
{	p	$	1	324	0.00308641975308642
{	p	V	1	324	0.00308641975308642
{	p	w	1	324	0.00308641975308642
{	p	k	1	324	0.00308641975308642
{	p	H	1	324	0.00308641975308642
{	p	_	1	324	0.00308641975308642
{	p	1	1	324	0.00308641975308642
{	p	m	1	324	0.00308641975308642
1	t	P	3	975	0.00307692307692308
s	k	n	3	975	0.00307692307692308
1	t	i	3	975	0.00307692307692308
1	t	h	3	975	0.00307692307692308
1	t	p	3	975	0.00307692307692308
1	t	H	3	975	0.00307692307692308
I	l	s	4	1301	0.00307455803228286
I	l	g	4	1301	0.00307455803228286
I	l	r	4	1301	0.00307455803228286
l	i	T	1	327	0.00305810397553517
l	i	b	1	327	0.00305810397553517
l	i	Z	1	327	0.00305810397553517
V	n	E	3	981	0.00305810397553517
_	@	_	1	329	0.00303951367781155
_	@	g	1	329	0.00303951367781155
{	s	s	1	330	0.00303030303030303
{	s	Q	1	330	0.00303030303030303
{	s	V	1	330	0.00303030303030303
{	s	w	1	330	0.00303030303030303
{	s	u	1	330	0.00303030303030303
{	s	$	1	330	0.00303030303030303
{	s	2	1	330	0.00303030303030303
{	s	i	1	330	0.00303030303030303
I	p	k	2	662	0.00302114803625378
I	p	w	2	662	0.00302114803625378
I	p	J	2	662	0.00302114803625378
I	p	p	2	662	0.00302114803625378
5	n	b	1	332	0.00301204819277108
5	n	n	1	332	0.00301204819277108
5	n	$	1	332	0.00301204819277108
5	n	#	1	332	0.00301204819277108
s	l	4	2	666	0.003003003003003
u	t	E	1	334	0.0029940119760479
u	t	6	1	334	0.0029940119760479
u	t	{	1	334	0.0029940119760479
u	t	b	1	334	0.0029940119760479
u	t	7	1	334	0.0029940119760479
u	t	u	1	334	0.0029940119760479
u	t	3	1	334	0.0029940119760479
 	r	8	6	2005	0.0029925187032419
I	s	d	10	3362	0.00297441998810232
 	m	8	6	2020	0.00297029702970297
 	m	4	6	2020	0.00297029702970297
$	l	j	1	337	0.0029673590504451
U	l	p	2	674	0.0029673590504451
$	l	$	1	337	0.0029673590504451
$	l	S	1	337	0.0029673590504451
$	l	E	1	337	0.0029673590504451
U	l	h	2	674	0.0029673590504451
d	E	g	1	337	0.0029673590504451
$	l	V	1	337	0.0029673590504451
U	l	i	2	674	0.0029673590504451
U	l	z	2	674	0.0029673590504451
U	l	t	2	674	0.0029673590504451
$	l	D	1	337	0.0029673590504451
U	l	r	2	674	0.0029673590504451
$	l	#	1	337	0.0029673590504451
 	V	g	2	675	0.00296296296296296
b	I	j	2	676	0.0029585798816568
@	s	H	4	1354	0.00295420974889217
@	s	m	4	1354	0.00295420974889217
m	b	8	1	339	0.00294985250737463
m	b	9	1	339	0.00294985250737463
m	b	~	1	339	0.00294985250737463
g	r	U	2	680	0.00294117647058824
@	n	#	10	3422	0.00292226767971946
@	n	T	10	3422	0.00292226767971946
 	g	9	3	1029	0.00291545189504373
 	g	8	3	1029	0.00291545189504373
 	g	7	3	1029	0.00291545189504373
 	p	8	9	3089	0.00291356426027841
n	d	u	5	1722	0.00290360046457607
n	I	T	6	2074	0.00289296046287367
p	Q	J	1	346	0.00289017341040462
p	Q	D	1	346	0.00289017341040462
p	Q	S	1	346	0.00289017341040462
Q	p	V	1	347	0.00288184438040346
Q	p	m	1	347	0.00288184438040346
Q	p	5	1	347	0.00288184438040346
Q	p	d	1	347	0.00288184438040346
Q	p	2	1	347	0.00288184438040346
Q	p	P	1	347	0.00288184438040346
Q	p	r	1	347	0.00288184438040346
Q	p	p	1	347	0.00288184438040346
k	P	t	1	348	0.0028735632183908
k	P	S	1	348	0.0028735632183908
k	P	n	1	348	0.0028735632183908
I	m	d	3	1048	0.00286259541984733
I	m	r	3	1048	0.00286259541984733
f	I	q	2	699	0.00286123032904149
f	I	J	2	699	0.00286123032904149
I	d	S	3	1050	0.00285714285714286
I	d	3	3	1050	0.00285714285714286
I	d	#	3	1050	0.00285714285714286
E	m	1	1	350	0.00285714285714286
